name,position,team,xP,minutes,starts,total_points,value,gw
Max Kilman,DEF,West Ham,1.8,18,1,1,44,18
Max Kinsey,DEF,Bournemouth,0.0,0,0,0,40,18
Maxence Lacroix,DEF,Crystal Palace,4.2,90,1,6,45,18
Maxwel Cornet,MID,Southampton,0.0,0,0,0,47,18
Michael Golding,MID,Leicester,-1.0,0,0,0,44,18
Michael Keane,DEF,Everton,-0.5,0,0,0,41,18
Michail Antonio,FWD,West Ham,0.0,0,0,0,54,18
Micky van de Ven,DEF,Spurs,0.0,0,0,0,45,18
Miguel Almirón Rejala,MID,Newcastle,0.3,0,0,0,55,18
Mikel Merino,MID,Arsenal,1.7,18,0,1,60,18
Mikey Moore,MID,Spurs,0.0,0,0,0,45,18
Mikkel Damsgaard,MID,Brentford,3.5,90,1,3,50,18
Milos Kerkez,DEF,Bournemouth,5.2,90,1,6,47,18
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,40,18
Mitoma Kaoru,MID,Brighton,3.5,66,1,3,65,18
Mohamed Salah,MID,Liverpool,14.2,90,1,9,135,18
Mohammed Kudus,MID,West Ham,4.5,90,1,3,62,18
Moisés Caicedo Corozo,MID,Chelsea,3.3,90,1,2,49,18
Morgan Gibbs-White,MID,Nott'm Forest,4.8,81,1,6,63,18
Morgan Rogers,MID,Aston Villa,5.0,68,1,2,54,18
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,65,18
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,3.3,90,1,8,46,18
Mykhailo Mudryk,MID,Chelsea,0.0,0,0,0,62,18
Myles Lewis-Skelly,MID,Arsenal,1.7,90,1,3,45,18
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,45,18
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,45,18
Nathan Aké,DEF,Man City,2.0,84,1,2,53,18
Nathan Broadhead,MID,Ipswich,0.2,10,0,1,49,18
Nathan Butler-Oyedeji,FWD,Arsenal,0.5,0,0,0,45,18
Nathan Collins,DEF,Brentford,3.3,90,1,6,46,18
Nathan Fraser,FWD,Wolves,0.0,0,0,0,45,18
Nathan Patterson,DEF,Everton,-0.1,1,0,1,44,18
Nathan Wood-Gordon,DEF,Southampton,1.3,90,1,1,40,18
Nathaniel Clyne,DEF,Crystal Palace,0.0,0,0,0,43,18
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,40,18
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,44,18
Neal Maupay,FWD,Everton,0.0,0,0,0,49,18
Neco Williams,DEF,Nott'm Forest,3.7,90,1,6,43,18
Nick Pope,GK,Newcastle,0.0,0,0,0,49,18
Niclas Füllkrug,FWD,West Ham,2.7,67,1,5,67,18
Nico O'Reilly,MID,Man City,0.5,0,0,0,49,18
Nicolas Jackson,FWD,Chelsea,4.0,72,1,2,83,18
Nicolás Domínguez,MID,Nott'm Forest,0.0,0,0,0,48,18
Nikola Milenković,DEF,Nott'm Forest,5.2,90,1,6,46,18
Noni Madueke,MID,Chelsea,4.5,0,0,0,63,18
Norberto Bercique Gomes Betuncal,FWD,Everton,-0.1,0,0,0,50,18
Norberto Murara Neto,GK,Arsenal,0.5,0,0,0,42,18
Noussair Mazraoui,DEF,Man Utd,1.2,90,1,1,46,18
Nélson Cabral Semedo,DEF,Wolves,2.7,90,1,6,45,18
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,40,18
Odsonne Edouard,FWD,Leicester,-1.0,0,0,0,51,18
Odysseas Vlachodimos,GK,Newcastle,0.0,0,0,0,43,18
Ola Aina,DEF,Nott'm Forest,5.0,90,1,6,50,18
Oleksandr Zinchenko,DEF,Arsenal,1.1,0,0,0,48,18
Oliver Skipp,MID,Leicester,-0.2,25,0,1,48,18
Oliwier Zych,GK,Aston Villa,0.0,0,0,0,40,18
Ollie Scarles,DEF,West Ham,0.8,0,0,0,40,18
Ollie Watkins,FWD,Aston Villa,3.0,45,0,1,88,18
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,45,18
Omari Giraud-Hutchinson,MID,Ipswich,1.3,90,1,2,52,18
Omari Kellyman,MID,Chelsea,0.0,0,0,0,44,18
Orel Mangala,MID,Everton,2.5,90,1,1,50,18
Oscar Bobb,MID,Man City,0.0,0,0,0,47,18
Pablo Sarabia,MID,Wolves,0.0,0,0,0,51,18
Pape Matar Sarr,MID,Spurs,3.2,63,1,2,48,18
Paris Maghoma,MID,Brentford,0.5,0,0,0,45,18
Pascal Groß,MID,Brighton,0.0,0,0,0,65,18
Patson Daka,FWD,Leicester,1.0,90,1,2,48,18
Pau Torres,DEF,Aston Villa,1.8,90,1,1,44,18
Paul Onuachu,FWD,Southampton,0.0,90,1,2,49,18
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,39,18
Pedro Lomba Neto,MID,Chelsea,1.8,90,1,1,62,18
Pedro Porro,DEF,Spurs,2.5,9,0,1,55,18
Pervis Estupiñán,DEF,Brighton,3.0,90,1,6,51,18
Phil Foden,MID,Man City,2.8,90,1,2,91,18
Philip Billing,MID,Bournemouth,1.0,19,0,1,48,18
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,50,18
Radu Drăgușin,DEF,Spurs,2.2,86,1,1,43,18
Raheem Sterling,MID,Arsenal,0.0,0,0,0,67,18
Ramón Sosa,MID,Nott'm Forest,0.0,3,0,1,55,18
Rasmus Højlund,FWD,Man Utd,2.3,78,1,2,69,18
Rayan Aït-Nouri,DEF,Wolves,1.3,86,1,6,48,18
Raúl Jiménez,FWD,Fulham,2.0,73,1,2,55,18
Reece James,DEF,Chelsea,0.0,0,0,0,48,18
Reiss Nelson,MID,Fulham,0.0,0,0,0,50,18
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,39,18
Renato Palma Veiga,MID,Chelsea,0.8,0,0,0,45,18
Rhys Williams,DEF,Liverpool,0.0,0,0,0,40,18
Ricardo Barbosa Pereira,DEF,Leicester,0.0,0,0,0,41,18
Riccardo Calafiori,DEF,Arsenal,1.2,0,0,0,58,18
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,68,18
Rico Henry,DEF,Brentford,0.0,0,0,0,43,18
Rico Lewis,DEF,Man City,1.8,90,1,2,46,18
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,43,18
Robert Sánchez,GK,Chelsea,4.0,90,1,2,48,18
Robin Olsen,GK,Aston Villa,0.2,0,0,0,45,18
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,63,18
Rodrigo Bentancur,MID,Spurs,0.8,63,1,2,49,18
Rodrigo Martins Gomes,MID,Wolves,2.0,3,0,1,52,18
Rodrigo Muniz Carvalho,FWD,Fulham,2.8,16,0,7,55,18
Romain Faivre,MID,Bournemouth,0.0,0,0,0,50,18
Roman Dixon,DEF,Everton,-0.5,0,0,0,40,18
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,63,18
Roméo Lavia,MID,Chelsea,0.0,0,0,0,45,18
Ronnie Edwards,DEF,Southampton,-0.3,0,0,0,39,18
Ross Barkley,MID,Aston Villa,0.8,21,0,1,52,18
Ross Stewart,FWD,Southampton,0.0,0,0,0,44,18
Ruairi McConville,DEF,Brighton,0.0,0,0,0,40,18
Ryan Christie,MID,Bournemouth,3.3,90,1,3,49,18
Ryan Fraser,MID,Southampton,0.0,0,0,0,48,18
Ryan Gravenberch,MID,Liverpool,2.8,86,1,2,50,18
Ryan Manning,DEF,Southampton,0.3,4,0,1,43,18
Ryan Sessegnon,DEF,Fulham,-0.2,1,0,1,42,18
Ryan Trevitt,MID,Brentford,0.0,0,0,0,44,18
Ryan Yates,MID,Nott'm Forest,1.3,90,1,2,49,18
Rúben Gato Alves Dias,DEF,Man City,0.0,0,0,0,54,18
Salah-Eddine Oulad M'hand,MID,Arsenal,0.5,0,0,0,45,18
Sam Johnstone,GK,Wolves,0.3,0,0,0,43,18
Sam Morsy,MID,Ipswich,0.0,0,0,0,49,18
Sam Szmodics,MID,Ipswich,0.8,70,1,2,58,18
Samuel Amissah,DEF,Fulham,-0.5,0,0,0,40,18
Samuel Amo-Ameyaw,MID,Southampton,-0.5,0,0,0,44,18
Samuel Edozie,MID,Southampton,0.0,0,0,0,49,18
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,54,18
Samuel Rak-Sakyi,MID,Chelsea,0.5,0,0,0,45,18
Sander Berge,MID,Fulham,0.7,0,0,0,50,18
Sandro Tonali,MID,Newcastle,2.2,90,1,3,55,18
Santiago Bueno,DEF,Wolves,2.3,90,1,6,43,18
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,48,18
Saša Lukić,MID,Fulham,0.9,90,1,5,48,18
Scott Carson,GK,Man City,0.5,0,0,0,40,18
Scott McTominay,MID,Man Utd,0.0,0,0,0,49,18
Sean Longstaff,MID,Newcastle,1.0,0,0,0,47,18
Sepp van den Berg,DEF,Brentford,0.0,0,0,0,41,18
Sergio Reguilón,DEF,Spurs,0.5,0,0,0,42,18
Shea Charles,MID,Southampton,0.0,0,0,0,45,18
Sil Swinkels,DEF,Aston Villa,0.0,0,0,0,40,18
Simon Adingra,MID,Brighton,0.8,23,0,1,52,18
Solly March,MID,Brighton,0.2,2,0,1,65,18
Son Heung-min,MID,Spurs,5.2,80,1,2,98,18
Spike Brits,GK,Man City,1.8,0,0,0,40,18
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,45,18
Stefan Ortega Moreno,GK,Man City,2.8,90,1,2,52,18
Stephy Mavididi,MID,Leicester,0.8,86,1,5,51,18
Steven Benda,GK,Fulham,-0.5,0,0,0,40,18
Sugawara Yukinari,DEF,Southampton,1.2,60,1,2,43,18
Sven Botman,DEF,Newcastle,0.0,0,0,0,44,18
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.0,90,1,3,64,18
Séamus Coleman,DEF,Everton,-0.1,89,1,1,43,18
Sékou Mara,FWD,Southampton,0.0,0,0,0,50,18
Taiwo Awoniyi,FWD,Nott'm Forest,0.2,3,0,1,55,18
Tariq Lamptey,DEF,Brighton,2.3,0,0,0,44,18
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,45,18
Taylor Harwood-Bellis,DEF,Southampton,1.7,90,1,2,41,18
Thomas Partey,MID,Arsenal,3.0,3,0,1,50,18
Tim Iroegbunam,MID,Everton,0.0,0,0,0,44,18
Tim Ream,DEF,Fulham,0.0,0,0,0,45,18
Timo Werner,MID,Spurs,2.5,9,0,1,62,18
Timothy Castagne,DEF,Fulham,2.0,90,1,5,42,18
Tino Livramento,DEF,Newcastle,2.5,0,0,0,45,18
Toby Collyer,MID,Man Utd,0.0,0,0,0,45,18
Tom Cairney,MID,Fulham,0.7,17,0,1,48,18
Tom Cannon,FWD,Leicester,0.0,0,0,0,45,18
Tom Edozie,MID,Wolves,0.0,0,0,0,45,18
Tom Heaton,GK,Man Utd,0.0,0,0,0,40,18
Tom King,GK,Wolves,0.0,0,0,0,40,18
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,48,18
Tommy Doyle,MID,Wolves,0.8,17,0,1,48,18
Tommy Setford,GK,Arsenal,0.5,0,0,0,45,18
Tomáš Souček,MID,West Ham,3.5,90,1,2,49,18
Tony Yogane,MID,Brentford,0.0,0,0,0,45,18
Tosin Adarabioyo,DEF,Chelsea,2.8,90,1,1,42,18
Toti António Gomes,DEF,Wolves,3.0,90,1,8,43,18
Trent Alexander-Arnold,DEF,Liverpool,5.2,90,1,2,71,18
Trevoh Chalobah,DEF,Crystal Palace,4.0,90,1,6,44,18
Treymaurice Nyoni,MID,Liverpool,1.0,0,0,0,45,18
Tyler Adams,MID,Bournemouth,1.5,28,0,1,49,18
Tyler Dibling,MID,Southampton,0.7,17,0,1,45,18
Tyler Morton,MID,Liverpool,1.0,0,0,0,44,18
Tyrell Malacia,DEF,Man Utd,0.2,0,0,0,44,18
Tyrick Mitchell,DEF,Crystal Palace,4.8,90,1,7,48,18
Tyrique George,MID,Chelsea,0.5,0,0,0,45,18
Tyrone Mings,DEF,Aston Villa,0.3,0,0,0,44,18
Valentín Barco,DEF,Brighton,0.0,0,0,0,40,18
Victor Kristiansen,DEF,Leicester,0.3,90,1,1,45,18
Victor Lindelöf,DEF,Man Utd,0.1,0,0,0,43,18
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,40,18
Virgil van Dijk,DEF,Liverpool,3.2,90,1,2,65,18
Vitalii Mykolenko,DEF,Everton,4.5,90,1,1,43,18
Vitaly Janelt,MID,Brentford,1.3,90,1,3,49,18
Vladimír Coufal,DEF,West Ham,1.3,2,0,1,42,18
Vítezslav Jaros,GK,Liverpool,1.0,0,0,0,40,18
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,45,18
Wes Burns,MID,Ipswich,0.8,0,0,0,48,18
Wes Foderingham,GK,West Ham,0.5,0,0,0,43,18
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,44,18
Wilfred Ndidi,MID,Leicester,0.0,0,0,0,49,18
Will Alves,MID,Leicester,-1.0,0,0,0,45,18
Will Dennis,GK,Bournemouth,0.0,0,0,0,40,18
Will Hughes,MID,Crystal Palace,3.5,52,1,1,49,18
Will Lankshear,FWD,Spurs,0.8,0,0,0,45,18
Will Smallbone,MID,Southampton,-0.1,0,0,0,50,18
William Osula,FWD,Newcastle,0.3,1,0,1,49,18
William Saliba,DEF,Arsenal,7.2,90,1,7,63,18
Willy Boly,DEF,Nott'm Forest,-0.3,0,0,0,42,18
Wilson Odobert,MID,Spurs,0.0,0,0,0,53,18
Wout Faes,DEF,Leicester,-0.5,0,0,0,40,18
Yankuba Minteh,MID,Brighton,2.0,23,0,1,51,18
Yasin Ayari,MID,Brighton,1.5,23,0,1,50,18
Yehor Yarmoliuk,MID,Brentford,1.2,18,0,0,44,18
Yerson Mosquera,DEF,Wolves,0.0,0,0,0,39,18
Yoane Wissa,FWD,Brentford,3.7,90,1,2,63,18
Youri Tielemans,MID,Aston Villa,1.8,45,1,1,55,18
Youssef Ramalho Chermiti,FWD,Everton,-0.5,0,0,0,49,18
Yunus Emre Konak,MID,Brentford,0.2,0,0,0,45,18
Yves Bissouma,MID,Spurs,1.7,3,0,1,49,18
Zach Marsh,FWD,Crystal Palace,0.0,0,0,0,45,18
Álex Moreno Lopera,DEF,Nott'm Forest,-0.2,0,0,0,44,18
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,45,18
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,44,18
Łukasz Fabiański,GK,West Ham,2.5,35,1,2,41,18
Aaron Cresswell,DEF,West Ham,-0.7,0,0,0,39,19
Aaron Hickey,DEF,Brentford,0.0,0,0,0,43,19
Aaron Ramsdale,GK,Southampton,2.0,90,1,3,44,19
Aaron Wan-Bissaka,DEF,West Ham,2.2,90,1,0,46,19
Abdoulaye Doucouré,MID,Everton,2.6,90,1,2,51,19
Abdul Fatawu,MID,Leicester,0.0,0,0,0,52,19
Adam Armstrong,FWD,Southampton,1.8,64,1,5,51,19
Adam Lallana,MID,Southampton,-0.2,4,0,1,50,19
Adam Smith,DEF,Bournemouth,0.0,0,0,0,45,19
Adam Webster,DEF,Brighton,0.0,0,0,0,43,19
Adam Wharton,MID,Crystal Palace,0.0,0,0,0,47,19
Adama Traoré,MID,Fulham,1.2,12,0,1,47,19
Adrian Mazilu,MID,Brighton,0.0,0,0,0,45,19
Alejandro Garnacho,MID,Man Utd,1.3,26,0,1,60,19
Alejo Véliz,FWD,Spurs,0.0,0,0,0,50,19
Alex Iwobi,MID,Fulham,4.3,90,1,2,58,19
Alex McCarthy,GK,Southampton,-0.3,0,0,0,43,19
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,45,19
Alex Murphy,DEF,Newcastle,0.0,0,0,0,40,19
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,40,19
Alex Scott,MID,Bournemouth,0.0,0,0,0,47,19
Alexander Isak,FWD,Newcastle,10.3,90,1,7,91,19
Alexis Mac Allister,MID,Liverpool,4.8,90,1,3,62,19
Alfie Devine,MID,Spurs,0.0,0,0,0,45,19
Alfie Dorrington,DEF,Spurs,0.7,0,0,0,40,19
Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,40,19
Alfie Pond,DEF,Wolves,-0.5,0,0,0,39,19
Alfie Whiteman,GK,Spurs,0.5,0,0,0,40,19
Ali Al-Hamadi,FWD,Ipswich,0.3,1,0,1,48,19
Alisson Ramses Becker,GK,Liverpool,3.0,90,1,6,54,19
Alphonse Areola,GK,West Ham,-0.5,90,1,2,42,19
Altay Bayindir,GK,Man Utd,0.0,0,0,0,43,19
Amad Diallo,MID,Man Utd,4.2,90,1,2,54,19
Amadou Onana,MID,Aston Villa,1.0,7,0,1,49,19
Amara Nallo,DEF,Liverpool,1.0,0,0,0,40,19
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,45,19
Andreas Hoelgebaum Pereira,MID,Fulham,2.8,67,1,5,50,19
Andrew Moran,MID,Brighton,0.0,0,0,0,50,19
Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,42,19
Andrew Robertson,DEF,Liverpool,2.2,73,1,6,59,19
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,45,19
André Onana,GK,Man Utd,1.3,90,1,1,52,19
André Trindade da Costa Neto,MID,Wolves,1.7,68,1,2,50,19
Andy Irving,MID,West Ham,-0.8,17,0,1,48,19
Anthony Elanga,MID,Nott'm Forest,5.8,90,1,6,51,19
Anthony Gordon,MID,Newcastle,6.2,84,1,6,73,19
Antoine Semenyo,MID,Bournemouth,4.0,90,1,5,56,19
Antonee Robinson,DEF,Fulham,4.0,90,1,4,49,19
Antony Matheus dos Santos,MID,Man Utd,0.7,7,0,1,57,19
Archie Gray,MID,Spurs,2.5,90,1,2,46,19
Archie Harris,DEF,Bournemouth,0.0,0,0,0,40,19
Arijanet Muric,GK,Ipswich,1.7,0,0,0,44,19
Armando Broja,FWD,Everton,0.8,74,1,2,54,19
Armel Bella-Kotchap,DEF,Southampton,-0.5,0,0,0,39,19
Asher Agbinone,MID,Crystal Palace,0.5,0,0,0,45,19
Ashley Phillips,DEF,Spurs,0.0,0,0,0,40,19
Ashley Young,DEF,Everton,5.2,67,1,1,47,19
Asmir Begovic,GK,Everton,0.0,0,0,0,40,19
Axel Disasi,DEF,Chelsea,2.8,76,1,1,42,19
Axel Tuanzebe,DEF,Ipswich,0.0,0,0,0,39,19
Ayden Heaven,DEF,Arsenal,0.5,0,0,0,40,19
Bart Verbruggen,GK,Brighton,2.8,90,1,2,45,19
Bastien Meupiyou,DEF,Wolves,-0.5,0,0,0,40,19
Ben Brereton Díaz,MID,Southampton,-0.2,0,0,0,49,19
Ben Broggio,MID,Aston Villa,0.0,0,0,0,45,19
Ben Chilwell,DEF,Chelsea,0.5,0,0,0,47,19
Ben Davies,DEF,Spurs,0.0,0,0,0,43,19
Ben Doak,MID,Liverpool,0.0,0,0,0,45,19
Ben Johnson,DEF,Ipswich,0.5,4,0,1,39,19
Ben Mee,DEF,Brentford,0.4,0,0,0,42,19
Ben Nelson,DEF,Leicester,0.0,0,0,0,40,19
Ben Winterburn,MID,Bournemouth,0.2,8,0,1,45,19
Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,45,19
Benjamin Arthur,DEF,Brentford,-0.5,0,0,0,40,19
Benjamin White,DEF,Arsenal,0.0,0,0,0,61,19
Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,43,19
Bernardo Veiga de Carvalho e Silva,MID,Man City,5.3,90,1,3,63,19
Bernd Leno,GK,Fulham,3.2,90,1,3,50,19
Bilal El Khannouss,MID,Leicester,3.2,90,1,1,48,19
Billy Gilmour,MID,Brighton,0.0,0,0,0,50,19
Bobby Clark,MID,Liverpool,0.0,0,0,0,45,19
Bobby De Cordova-Reid,MID,Leicester,2.0,0,0,0,52,19
Boubacar Kamara,MID,Aston Villa,2.2,82,1,2,50,19
Boubacar Traoré,MID,Wolves,0.0,0,0,0,48,19
Boubakary Soumaré,MID,Leicester,0.5,90,1,1,44,19
Brajan Gruda,MID,Brighton,1.3,57,1,1,54,19
Brandon Austin,GK,Spurs,0.5,0,0,0,40,19
Brennan Johnson,MID,Spurs,4.0,63,1,9,65,19
Bruno Borges Fernandes,MID,Man Utd,0.0,0,0,0,84,19
Bruno Guimarães Rodriguez Moura,MID,Newcastle,5.0,90,1,3,61,19
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,50,19
Bryan Mbeumo,MID,Brentford,5.5,90,1,7,76,19
Bukayo Saka,MID,Arsenal,0.0,0,0,0,103,19
Caleb Kporha,DEF,Crystal Palace,0.7,0,0,0,40,19
Caleb Okoli,DEF,Leicester,-0.2,5,0,1,40,19
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,40,19
Callum Bates,MID,Everton,0.0,0,0,0,45,19
Callum Hudson-Odoi,MID,Nott'm Forest,2.2,0,0,0,53,19
Callum Olusesi,MID,Spurs,0.5,0,0,0,45,19
Callum Wilson,FWD,Newcastle,0.0,0,0,0,69,19
Calvin Bassey,DEF,Fulham,2.0,90,1,1,45,19
Cameron Archer,FWD,Southampton,0.7,25,0,1,50,19
Cameron Burgess,DEF,Ipswich,0.5,0,0,0,40,19
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,45,19
Cameron Peupion,MID,Brighton,0.0,0,0,0,44,19
Caoimhin Kelleher,GK,Liverpool,1.4,0,0,0,43,19
Carl Rushworth,GK,Brighton,0.0,0,0,0,40,19
Carlos Alcaraz Durán,MID,Southampton,0.0,0,0,0,49,19
Carlos Baleba,MID,Brighton,2.8,85,1,1,50,19
Carlos Henrique Casimiro,MID,Man Utd,0.5,63,1,2,48,19
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,42,19
Carlos Roberto Forbs Borges,MID,Wolves,-0.2,12,0,1,55,19
Carlos Soler,MID,West Ham,0.1,72,1,2,50,19
Carlos Vinícius Alves Morais,FWD,Fulham,0.2,0,0,0,50,19
Carney Chukwuemeka,MID,Chelsea,0.5,0,0,0,48,19
Cesare Casadei,MID,Chelsea,0.5,0,0,0,44,19
Chadi Riad Dnanou,DEF,Crystal Palace,0.4,0,0,0,43,19
Charlie Taylor,DEF,Southampton,-0.3,0,0,0,39,19
Cheick Doucouré,MID,Crystal Palace,1.2,4,0,1,49,19
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,49,19
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,44,19
Chris Richards,DEF,Crystal Palace,1.0,90,1,2,44,19
Chris Wood,FWD,Nott'm Forest,4.7,75,1,12,66,19
Christian Eriksen,MID,Man Utd,0.5,90,1,2,53,19
Christian Nørgaard,MID,Brentford,1.7,74,1,1,48,19
Christian Walton,GK,Ipswich,1.0,90,1,9,43,19
Christopher Nkunku,MID,Chelsea,3.7,64,1,2,58,19
Cieran Slicker,GK,Ipswich,-0.5,0,0,0,39,19
Cody Gakpo,FWD,Liverpool,6.8,57,1,5,72,19
Cole Palmer,MID,Chelsea,7.7,90,1,2,114,19
Conor Bradley,DEF,Liverpool,0.0,0,0,0,47,19
Conor Chaplin,MID,Ipswich,2.0,0,0,0,51,19
Conor Coady,DEF,Leicester,0.5,84,1,1,40,19
Conor Gallagher,MID,Chelsea,0.0,0,0,0,59,19
Conor Townsend,DEF,Ipswich,-0.5,0,0,0,40,19
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,40,19
Craig Dawson,DEF,Wolves,-0.7,77,1,1,44,19
Cristian Romero,DEF,Spurs,0.0,0,0,0,49,19
Crysencio Summerville,MID,West Ham,0.7,30,0,1,56,19
Curtis Jones,MID,Liverpool,5.6,73,1,6,53,19
Daichi Kamada,MID,Crystal Palace,1.3,4,0,1,51,19
Dan Burn,DEF,Newcastle,4.3,90,1,7,44,19
Dane Scarlett,FWD,Spurs,0.0,0,0,0,45,19
Dango Ouattara,MID,Bournemouth,5.0,26,0,6,50,19
Daniel Bentley,GK,Wolves,-0.5,0,0,0,40,19
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,55,19
Daniel Iversen,GK,Leicester,-0.5,0,0,0,39,19
Daniel Jebbison,FWD,Bournemouth,0.0,0,0,0,45,19
Daniel Muñoz,DEF,Crystal Palace,4.2,90,1,2,47,19
Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.0,0,0,0,47,19
Danny Ings,FWD,West Ham,-0.7,0,0,0,50,19
Danny Ward,GK,Leicester,-0.2,0,0,0,40,19
Danny Welbeck,FWD,Brighton,0.1,0,0,0,56,19
Dara O'Shea,DEF,Ipswich,1.3,90,1,5,41,19
Darwin Núñez Ribeiro,FWD,Liverpool,2.4,0,0,0,71,19
David Brooks,MID,Bournemouth,1.5,63,1,2,49,19
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,54,19
David Ozoh,MID,Crystal Palace,0.0,0,0,0,45,19
David Raya Martin,GK,Arsenal,4.7,90,1,2,56,19
Dean Henderson,GK,Crystal Palace,3.7,90,1,2,45,19
Dean Huijsen,DEF,Bournemouth,7.0,90,1,1,44,19
Declan Rice,MID,Arsenal,5.0,12,0,1,62,19
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.5,0,0,0,49,19
Dejan Kulusevski,MID,Spurs,5.7,90,1,5,64,19
Deniz Undav,FWD,Brighton,0.0,0,0,0,55,19
Destiny Udogie,DEF,Spurs,1.5,49,1,1,49,19
Diego Carlos Santos Silva,DEF,Aston Villa,1.5,90,1,1,45,19
Diogo Dalot Teixeira,DEF,Man Utd,1.2,90,1,1,51,19
Diogo Teixeira da Silva,MID,Liverpool,4.2,32,0,6,72,19
Divin Mubama,FWD,Man City,0.5,0,0,0,45,19
Djed Spence,DEF,Spurs,0.0,0,0,0,44,19
Dominic Calvert-Lewin,FWD,Everton,2.4,22,0,1,54,19
Dominic Solanke-Mitchell,FWD,Spurs,4.8,90,1,2,75,19
Dominik Szoboszlai,MID,Liverpool,0.0,0,0,0,63,19
Dwight McNeil,MID,Everton,0.9,0,0,0,52,19
Eberechi Eze,MID,Crystal Palace,4.0,85,1,10,66,19
Eddie Nketiah,FWD,Crystal Palace,1.5,1,0,0,59,19
Ederson Santana de Moraes,GK,Man City,0.3,0,0,0,53,19
Edson Álvarez Velázquez,MID,West Ham,0.5,45,1,1,50,19
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,40,19
Elliot Anderson,MID,Nott'm Forest,3.5,81,1,3,50,19
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,45,19
Emerson Palmieri dos Santos,DEF,West Ham,0.7,90,1,0,44,19
Emil Krafth,DEF,Newcastle,0.0,0,0,0,43,19
Emile Smith Rowe,MID,Fulham,0.4,1,0,1,54,19
Emiliano Buendía Stati,MID,Aston Villa,0.5,0,0,0,51,19
Emiliano Martínez Romero,GK,Aston Villa,2.7,90,1,2,50,19
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,49,19
Endo Wataru,MID,Liverpool,1.4,33,0,1,46,19
Enes Ünal,FWD,Bournemouth,3.0,17,0,0,54,19
Enso González,MID,Wolves,0.0,0,0,0,44,19
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,49,19
Enzo Fernández,MID,Chelsea,4.7,90,1,1,51,19
Eric da Silva Moreira,MID,Nott'm Forest,0.2,0,0,0,44,19
Erling Haaland,FWD,Man City,4.5,90,1,8,148,19
Ethan Brierley,MID,Brentford,-0.5,0,0,0,44,19
Ethan Nwaneri,MID,Arsenal,1.3,77,1,2,45,19
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,45,19
Ethan Wheatley,FWD,Man Utd,0.0,0,0,0,45,19
Evan Ferguson,FWD,Brighton,0.8,0,0,0,55,19
