name,position,team,xP,minutes,starts,total_points,value,gw
Frank Onyeka,MID,Brentford,0.0,0,0,0,49,9
Fraser Forster,GK,Spurs,0.5,0,0,0,44,9
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,45,9
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,54,9
Fábio Freitas Gouveia Carvalho,MID,Brentford,2.7,9,0,1,48,9
Fábio Silva,FWD,Wolves,0.0,0,0,0,50,9
Gabriel Fernando de Jesus,FWD,Arsenal,0.7,5,0,0,68,9
Gabriel Martinelli Silva,MID,Arsenal,3.0,84,1,2,70,9
Gabriel dos Santos Magalhães,DEF,Arsenal,1.3,53,1,1,63,9
Garang Kuol,MID,Newcastle,-0.5,0,0,0,45,9
Gavin Bazunu,GK,Southampton,0.0,0,0,0,44,9
George Earthy,MID,West Ham,0.0,0,0,0,45,9
George Edmundson,DEF,Ipswich,0.0,0,0,0,40,9
George Hirst,FWD,Ipswich,3.5,72,1,11,54,9
Georginio Rutter,MID,Brighton,7.3,79,1,5,55,9
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,49,9
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.8,1,0,1,53,9
Guglielmo Vicario,GK,Spurs,3.5,90,1,3,50,9
Guido Rodríguez,MID,West Ham,2.0,90,1,2,49,9
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,49,9
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,45,9
Hamza Choudhury,MID,Leicester,0.0,0,0,0,44,9
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,45,9
Harrison Armstrong,MID,Everton,0.0,0,0,0,45,9
Harrison Reed,MID,Fulham,0.3,11,0,1,48,9
Harry Amass,DEF,Man Utd,1.2,0,0,0,40,9
Harry Clarke,DEF,Ipswich,-1.0,68,1,-5,40,9
Harry Maguire,DEF,Man Utd,0.0,0,0,0,49,9
Harry Souttar,DEF,Leicester,0.0,0,0,0,40,9
Harry Toffolo,DEF,Nott'm Forest,0.0,0,0,0,43,9
Harry Wilson,MID,Fulham,0.7,11,0,1,53,9
Harry Winks,MID,Leicester,2.3,90,1,4,45,9
Harvey Barnes,MID,Newcastle,1.5,67,1,2,65,9
Harvey Davies,GK,Liverpool,1.0,0,0,0,40,9
Harvey Elliott,MID,Liverpool,0.0,0,0,0,52,9
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,45,9
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,61,9
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,45,9
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,40,9
Ian Maatsen,DEF,Aston Villa,0.8,19,0,1,48,9
Ibrahim Osman,MID,Brighton,0.0,0,0,0,50,9
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,44,9
Ibrahima Konaté,DEF,Liverpool,3.8,90,1,1,53,9
Idrissa Gueye,MID,Everton,2.0,90,1,2,49,9
Igor Julio dos Santos de Paulo,DEF,Brighton,2.0,90,1,0,44,9
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,59,9
Iliman Ndiaye,FWD,Everton,4.3,90,1,2,54,9
Ilkay Gündogan,MID,Man City,3.2,4,0,1,65,9
Illia Zabarnyi,DEF,Bournemouth,3.0,90,1,2,44,9
Imari Samuels,DEF,Brighton,0.0,0,0,0,40,9
Isaac Hayden,MID,Newcastle,-0.5,0,0,0,45,9
Ismaïla Sarr,MID,Crystal Palace,1.2,66,1,3,58,9
Ismeal Kabia,MID,Arsenal,0.0,0,0,0,45,9
Issa Diop,DEF,Fulham,0.0,90,1,2,44,9
Issa Kaboré,DEF,Man City,0.0,0,0,0,45,9
Ivan Toney,FWD,Brentford,0.0,0,0,0,73,9
Jack Clarke,MID,Ipswich,2.2,17,0,1,55,9
Jack Fletcher,MID,Man Utd,0.0,0,0,0,45,9
Jack Grealish,MID,Man City,0.0,0,0,0,64,9
Jack Harrison,MID,Everton,2.7,67,1,2,53,9
Jack Hinshelwood,MID,Brighton,1.3,0,0,0,50,9
Jack Stephens,DEF,Southampton,-1.0,90,1,2,40,9
Jack Taylor,MID,Ipswich,0.5,0,0,0,48,9
Jacob Greaves,DEF,Ipswich,0.0,0,0,0,41,9
Jacob Murphy,MID,Newcastle,1.5,22,0,1,51,9
Jacob Ramsey,MID,Aston Villa,2.0,90,1,1,54,9
Jaden Philogene,MID,Aston Villa,0.0,0,0,0,53,9
Jadon Sancho,MID,Chelsea,1.5,0,0,0,64,9
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,45,9
Jake O'Brien,DEF,Everton,0.0,0,0,0,47,9
Jakub Kiwior,DEF,Arsenal,0.7,36,0,1,48,9
Jakub Moder,MID,Brighton,0.0,0,0,0,44,9
Jakub Stolarczyk,GK,Leicester,0.0,0,0,0,40,9
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,45,9
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,40,9
James Bree,DEF,Southampton,-1.3,13,0,1,40,9
James Garner,MID,Everton,0.0,0,0,0,50,9
James Hill,DEF,Bournemouth,0.0,0,0,0,40,9
James Justin,DEF,Leicester,4.0,90,1,1,46,9
James Maddison,MID,Spurs,5.3,61,1,2,76,9
James McAtee,MID,Man City,1.5,0,0,0,47,9
James McConnell,MID,Liverpool,0.0,0,0,0,45,9
James Milner,MID,Brighton,0.0,0,0,0,50,9
James Tarkowski,DEF,Everton,5.0,90,1,1,48,9
James Ward-Prowse,MID,Nott'm Forest,-0.3,0,0,0,62,9
Jamie Vardy,FWD,Leicester,5.3,90,1,8,57,9
Jan Bednarek,DEF,Southampton,-0.5,90,1,2,40,9
Jan Paul van Hecke,DEF,Brighton,0.7,90,1,1,45,9
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,40,9
Jarell Quansah,DEF,Liverpool,0.0,0,0,0,40,9
Jarrad Branthwaite,DEF,Everton,0.3,4,0,1,48,9
Jarrod Bowen,MID,West Ham,7.0,90,1,7,74,9
Jason Steele,GK,Brighton,0.0,0,0,0,44,9
Jay Stansfield,FWD,Fulham,0.0,0,0,0,50,9
Jayden Meghoma,DEF,Brentford,0.0,0,0,0,40,9
Jean-Clair Todibo,DEF,West Ham,1.0,45,0,1,44,9
Jean-Philippe Mateta,FWD,Crystal Palace,2.8,90,1,8,73,9
Jean-Ricner Bellegarde,MID,Wolves,1.5,0,0,0,50,9
Jefferson Lerma Solís,MID,Crystal Palace,0.5,21,1,1,48,9
Jeffrey Schlupp,MID,Crystal Palace,-0.2,0,0,0,48,9
Jens Cajuste,MID,Ipswich,0.4,90,1,2,45,9
Jenson Metcalfe,MID,Everton,0.0,0,0,0,45,9
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,49,9
Jesper Lindstrøm,MID,Everton,0.3,22,0,1,52,9
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,45,9
Jhon Durán,FWD,Aston Villa,1.0,33,0,1,62,9
Joachim Andersen,DEF,Fulham,0.0,0,0,0,43,9
Joe Aribo,MID,Southampton,1.7,30,0,1,49,9
Joe Gauci,GK,Aston Villa,0.0,0,0,0,40,9
Joe Gomez,DEF,Liverpool,0.5,0,0,0,48,9
Joe Hodge,MID,Wolves,0.0,0,0,0,45,9
Joe Lumley,GK,Southampton,-1.5,0,0,0,40,9
Joe White,MID,Newcastle,0.0,0,0,0,45,9
Joe Willock,MID,Newcastle,0.5,22,0,1,48,9
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,45,9
Joel Ward,DEF,Crystal Palace,-0.5,0,0,0,43,9
Joelinton Cássio Apolinário de Lira,MID,Newcastle,1.8,88,1,2,60,9
John McGinn,MID,Aston Villa,0.8,70,1,2,52,9
John Ruddy,GK,Newcastle,-0.5,0,0,0,40,9
John Stones,DEF,Man City,5.2,1,0,1,53,9
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,40,9
Jonny Evans,DEF,Man Utd,1.9,0,0,0,44,9
Jordan Ayew,MID,Leicester,2.7,22,0,0,52,9
Jordan Pickford,GK,Everton,7.7,90,1,2,48,9
Jorge Cuenca Barreno,DEF,Fulham,0.3,1,0,1,44,9
Jorge Luiz Frello Filho,MID,Arsenal,0.7,0,0,0,48,9
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,45,9
Josh Dasilva,MID,Brentford,0.0,0,0,0,48,9
Josh King,MID,Fulham,0.0,0,0,0,45,9
Josh Nichols,DEF,Arsenal,0.0,0,0,0,40,9
Joshua Zirkzee,FWD,Man Utd,1.8,11,0,4,67,9
José Malheiro de Sá,GK,Wolves,1.0,90,1,2,43,9
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,53,9
João Félix Sequeira,MID,Chelsea,0.8,0,0,0,61,9
João Neves Virgínia,GK,Everton,0.0,0,0,0,40,9
João Pedro Ferreira Silva,MID,Nott'm Forest,1.0,14,0,1,59,9
João Pedro Junqueira de Jesus,FWD,Brighton,0.0,0,0,0,54,9
João Victor Gomes da Silva,MID,Wolves,1.8,90,1,2,49,9
Joël Veltman,DEF,Brighton,3.0,90,1,1,45,9
Joško Gvardiol,DEF,Man City,8.2,90,1,9,61,9
Juan Larios López,DEF,Southampton,-1.5,0,0,0,40,9
Julio Enciso,MID,Brighton,1.0,1,0,1,54,9
Julián Araujo Zúñiga,DEF,Bournemouth,0.2,29,1,0,44,9
Julián Álvarez,FWD,Man City,0.0,0,0,0,70,9
Jurriën Timber,DEF,Arsenal,0.3,75,1,2,55,9
Justin Devenny,MID,Crystal Palace,-0.5,0,0,0,45,9
Justin Kluivert,MID,Bournemouth,3.8,63,1,2,53,9
Jérémy Doku,MID,Man City,0.0,0,0,0,63,9
Jørgen Strand Larsen,FWD,Wolves,4.5,90,1,1,55,9
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,45,9
Kadan Young,MID,Aston Villa,0.0,0,0,0,45,9
Kaden Rodney,MID,Crystal Palace,-0.5,0,0,0,45,9
Kaelan Casey,DEF,West Ham,0.0,0,0,0,40,9
Kai Havertz,FWD,Arsenal,4.0,90,1,2,82,9
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,40,9
Kalvin Phillips,MID,Ipswich,2.0,90,1,2,49,9
Kamaldeen Sulemana,MID,Southampton,-1.0,3,0,1,50,9
Karl Hein,GK,Arsenal,0.0,0,0,0,40,9
Kasey McAteer,MID,Leicester,0.0,0,0,0,48,9
Keane Lewis-Potter,MID,Brentford,4.0,80,1,5,50,9
Kenny Tete,DEF,Fulham,1.3,90,1,2,45,9
Kepa Arrizabalaga,GK,Bournemouth,2.5,0,0,0,45,9
Kevin De Bruyne,MID,Man City,0.0,0,0,0,94,9
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,40,9
Kevin Schade,MID,Brentford,1.7,13,0,1,53,9
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,40,9
Kieran Tierney,DEF,Arsenal,0.0,0,0,0,43,9
Kieran Trippier,DEF,Newcastle,0.0,0,0,0,57,9
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,56,9
Killian Cahill,GK,Brighton,1.0,0,0,0,40,9
Kim Ji-soo,DEF,Brentford,0.0,0,0,0,39,9
Kobbie Mainoo,MID,Man Utd,0.0,0,0,0,52,9
Konstantinos Mavropanos,DEF,West Ham,0.3,45,1,0,45,9
Konstantinos Tsimikas,DEF,Liverpool,1.8,27,0,1,46,9
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,40,9
Kosta Nedeljković,DEF,Aston Villa,0.0,0,0,0,40,9
Kristoffer Ajer,DEF,Brentford,0.0,0,0,0,45,9
Kurt Zouma,DEF,West Ham,0.0,0,0,0,44,9
Kyle Walker,DEF,Man City,0.0,0,0,0,53,9
Kyle Walker-Peters,DEF,Southampton,0.0,90,1,2,44,9
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,0,40,9
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,45,9
Leandro Trossard,MID,Arsenal,2.0,90,1,2,69,9
Leif Davis,DEF,Ipswich,1.2,90,1,2,45,9
Leny Yoro,DEF,Man Utd,0.0,0,0,0,43,9
Leon Bailey,MID,Aston Villa,3.2,19,0,4,63,9
Leon Chiwome,FWD,Wolves,0.0,0,0,0,45,9
Lesley Ugochukwu,MID,Southampton,-1.3,0,0,0,45,9
Levi Colwill,DEF,Chelsea,1.8,90,1,2,46,9
Lewis Cook,MID,Bournemouth,4.2,90,1,2,50,9
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,50,9
Lewis Dunk,DEF,Brighton,2.3,0,0,0,45,9
Lewis Hall,DEF,Newcastle,2.8,88,1,4,43,9
Lewis Miley,MID,Newcastle,-0.5,0,0,0,50,9
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,50,9
Liam Delap,FWD,Ipswich,6.2,17,0,5,57,9
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,40,9
Lisandro Martínez,DEF,Man Utd,0.8,90,1,1,45,9
Lloyd Kelly,DEF,Newcastle,-0.2,1,0,1,44,9
Lucas Bergström,GK,Chelsea,0.5,0,0,0,40,9
Lucas Bergvall,MID,Spurs,0.7,0,0,0,45,9
Lucas Digne,DEF,Aston Villa,4.8,70,1,7,46,9
Lucas Tolentino Coelho de Lima,MID,West Ham,3.0,45,1,0,59,9
Luis Díaz,MID,Liverpool,2.2,62,1,5,79,9
Luis Guilherme Lira dos Santos,MID,West Ham,0.3,0,0,0,48,9
Luis Sinisterra,MID,Bournemouth,0.0,0,0,0,50,9
Luke Cundle,MID,Wolves,0.0,0,0,0,45,9
Luke Harris,MID,Fulham,0.0,0,0,0,45,9
Luke Shaw,DEF,Man Utd,0.0,0,0,0,49,9
Luke Thomas,DEF,Leicester,0.0,0,0,0,39,9
Luke Woolfenden,DEF,Ipswich,0.5,17,0,1,40,9
Mads Hermansen,GK,Leicester,3.3,90,1,1,45,9
Mads Roerslev Rasmussen,DEF,Brentford,2.0,90,1,4,44,9
Mahmoud Dahoud,MID,Brighton,0.0,0,0,0,49,9
Malang Sarr,DEF,Chelsea,0.0,0,0,0,45,9
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,45,9
Maldini Kacurri,DEF,Arsenal,0.0,0,0,0,40,9
Malo Gusto,DEF,Chelsea,2.2,77,1,2,49,9
Manor Solomon,MID,Spurs,0.0,0,0,0,54,9
Manuel Akanji,DEF,Man City,4.2,90,1,6,55,9
Manuel Ugarte,MID,Man Utd,0.5,0,0,0,49,9
Marc Cucurella Saseta,DEF,Chelsea,1.2,12,0,1,50,9
Marc Guiu Paz,FWD,Chelsea,0.5,0,0,0,49,9
Marc Guéhi,DEF,Crystal Palace,2.8,90,1,6,44,9
Marcos Senesi,DEF,Bournemouth,3.5,90,1,2,48,9
Marcus Bettinelli,GK,Chelsea,0.5,0,0,0,40,9
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,49,9
Marcus Rashford,MID,Man Utd,2.8,58,1,1,69,9
Marcus Tavernier,MID,Bournemouth,3.0,26,0,3,55,9
Mario Lemina,MID,Wolves,1.8,45,1,1,50,9
Mark Flekken,GK,Brentford,2.3,90,1,1,45,9
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,45,9
Mark Travers,GK,Bournemouth,1.2,90,1,5,44,9
Martial Godo,MID,Fulham,0.0,0,0,0,45,9
Martin Dúbravka,GK,Newcastle,-0.4,0,0,0,43,9
Martin Ødegaard,MID,Arsenal,0.0,0,0,0,82,9
Mason Holgate,DEF,Everton,0.0,0,0,0,40,9
Mason Mount,MID,Man Utd,0.0,0,0,0,63,9
Massimo Luongo,MID,Ipswich,0.0,0,0,0,45,9
Mateo Kovačić,MID,Man City,7.8,90,1,2,56,9
Mateus Gonçalo Espanha Fernandes,MID,Southampton,0.7,90,1,2,50,9
Mateusz Lis,GK,Southampton,0.0,0,0,0,40,9
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,44,9
Matheus Luiz Nunes,MID,Man City,4.2,85,1,6,49,9
Matheus Santos Carneiro Da Cunha,FWD,Wolves,5.5,90,1,9,65,9
Mathias Jensen,MID,Brentford,0.3,12,0,1,53,9
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,45,9
Mats Wieffer,MID,Brighton,1.0,10,0,1,48,9
Matt Doherty,DEF,Wolves,0.0,0,0,0,44,9
Matt O'Riley,MID,Brighton,0.0,0,0,0,55,9
Matt Targett,DEF,Newcastle,-0.1,0,0,0,40,9
Matt Turner,GK,Crystal Palace,-0.5,0,0,0,40,9
Matthijs de Ligt,DEF,Man Utd,1.0,90,1,0,50,9
Matty Cash,DEF,Aston Villa,2.2,90,1,1,44,9
Matz Sels,GK,Nott'm Forest,6.3,90,1,5,45,9
Max Aarons,DEF,Bournemouth,0.0,0,0,0,43,9
Max Kilman,DEF,West Ham,1.3,90,1,2,45,9
Maxence Lacroix,DEF,Crystal Palace,2.5,90,1,5,45,9
Maxwel Cornet,MID,Southampton,-1.3,0,0,0,48,9
Michael Golding,MID,Leicester,0.0,0,0,0,44,9
Michael Keane,DEF,Everton,7.3,90,1,2,42,9
Michail Antonio,FWD,West Ham,7.3,70,1,2,54,9
Micky van de Ven,DEF,Spurs,4.0,90,1,1,47,9
Miguel Almirón Rejala,MID,Newcastle,0.8,67,1,2,56,9
Mikel Merino,MID,Arsenal,3.7,90,1,8,60,9
Mikey Moore,MID,Spurs,1.5,61,1,2,45,9
Mikkel Damsgaard,MID,Brentford,5.7,76,1,2,50,9
Milos Kerkez,DEF,Bournemouth,3.0,80,1,2,44,9
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,40,9
Mitoma Kaoru,MID,Brighton,2.7,88,1,2,66,9
Mohamed Salah,MID,Liverpool,8.8,90,1,10,126,9
Mohammed Kudus,MID,West Ham,0.0,0,0,0,63,9
Moisés Caicedo Corozo,MID,Chelsea,3.2,90,1,2,49,9
Morgan Gibbs-White,MID,Nott'm Forest,0.3,0,0,0,63,9
Morgan Rogers,MID,Aston Villa,4.2,56,1,1,54,9
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,65,9
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,4.0,90,1,2,45,9
Mykhailo Mudryk,MID,Chelsea,1.2,23,0,1,62,9
Myles Lewis-Skelly,MID,Arsenal,0.3,14,0,1,45,9
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,45,9
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,45,9
Nathan Aké,DEF,Man City,1.5,0,0,0,53,9
Nathan Broadhead,MID,Ipswich,0.0,0,0,0,49,9
Nathan Butler-Oyedeji,FWD,Arsenal,0.0,0,0,0,45,9
Nathan Collins,DEF,Brentford,4.0,90,1,1,45,9
Nathan Fraser,FWD,Wolves,0.0,0,0,0,45,9
Nathan Patterson,DEF,Everton,0.0,0,0,0,44,9
Nathan Wood-Gordon,DEF,Southampton,-1.5,0,0,0,40,9
Nathaniel Clyne,DEF,Crystal Palace,1.5,0,0,0,44,9
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,40,9
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,44,9
Neal Maupay,FWD,Everton,0.0,0,0,0,49,9
Neco Williams,DEF,Nott'm Forest,0.7,18,0,1,44,9
Nick Pope,GK,Newcastle,3.2,90,1,2,50,9
Niclas Füllkrug,FWD,West Ham,0.0,0,0,0,67,9
Nico O'Reilly,MID,Man City,1.5,0,0,0,50,9
Nicolas Jackson,FWD,Chelsea,6.2,77,1,9,79,9
Nicolás Domínguez,MID,Nott'm Forest,1.3,90,1,1,48,9
Nikola Milenković,DEF,Nott'm Forest,4.0,90,1,1,45,9
Noni Madueke,MID,Chelsea,4.8,66,1,1,65,9
Norberto Bercique Gomes Betuncal,FWD,Everton,2.3,9,0,7,50,9
Norberto Murara Neto,GK,Arsenal,0.0,0,0,0,43,9
Noussair Mazraoui,DEF,Man Utd,1.0,83,1,2,46,9
Nélson Cabral Semedo,DEF,Wolves,1.8,90,1,1,45,9
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,40,9
Odsonne Edouard,FWD,Leicester,0.3,0,0,0,53,9
Odysseas Vlachodimos,GK,Newcastle,-0.5,0,0,0,44,9
Ola Aina,DEF,Nott'm Forest,3.3,90,1,2,45,9
Oleksandr Zinchenko,DEF,Arsenal,0.0,0,0,0,48,9
Oliver Skipp,MID,Leicester,1.3,0,0,0,49,9
Oliwier Zych,GK,Aston Villa,0.0,0,0,0,40,9
Ollie Watkins,FWD,Aston Villa,5.8,81,1,2,91,9
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,45,9
Omari Giraud-Hutchinson,MID,Ipswich,2.5,0,0,0,53,9
Omari Kellyman,MID,Chelsea,0.0,0,0,0,44,9
Orel Mangala,MID,Everton,1.0,10,0,1,50,9
Oscar Bobb,MID,Man City,0.0,0,0,0,47,9
Pablo Sarabia,MID,Wolves,0.0,45,0,1,51,9
Pape Matar Sarr,MID,Spurs,3.0,28,0,1,49,9
Pascal Groß,MID,Brighton,0.0,0,0,0,65,9
Patson Daka,FWD,Leicester,0.0,0,0,0,48,9
Pau Torres,DEF,Aston Villa,2.8,90,1,2,45,9
Paul Onuachu,FWD,Southampton,-0.7,3,0,1,49,9
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,40,9
Pedro Lomba Neto,MID,Chelsea,2.5,90,1,5,62,9
Pedro Porro,DEF,Spurs,3.0,90,1,2,55,9
Pervis Estupiñán,DEF,Brighton,0.7,90,1,0,50,9
Phil Foden,MID,Man City,4.5,90,1,3,92,9
Philip Billing,MID,Bournemouth,0.0,0,0,0,48,9
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,50,9
Radu Drăgușin,DEF,Spurs,0.7,0,0,0,43,9
Raheem Sterling,MID,Arsenal,0.7,0,0,0,67,9
Ramón Sosa,MID,Nott'm Forest,0.7,14,0,1,55,9
Rasmus Højlund,FWD,Man Utd,3.2,90,1,2,69,9
Rayan Aït-Nouri,DEF,Wolves,6.2,90,1,6,45,9
Raúl Jiménez,FWD,Fulham,4.7,90,1,2,57,9
Reece James,DEF,Chelsea,1.2,90,1,2,49,9
Reiss Nelson,MID,Fulham,2.0,22,0,1,50,9
Remi Matthews,GK,Crystal Palace,-0.5,0,0,0,40,9
Renato Palma Veiga,MID,Chelsea,0.5,0,0,0,45,9
Rhys Williams,DEF,Liverpool,0.0,0,0,0,40,9
Ricardo Barbosa Pereira,DEF,Leicester,0.0,67,1,0,43,9
Riccardo Calafiori,DEF,Arsenal,0.2,0,0,0,58,9
Richarlison de Andrade,FWD,Spurs,0.7,28,0,0,68,9
Rico Henry,DEF,Brentford,0.0,0,0,0,43,9
Rico Lewis,DEF,Man City,5.5,90,1,6,48,9
Rob Holding,DEF,Crystal Palace,-0.5,0,0,0,43,9
Robert Sánchez,GK,Chelsea,2.8,90,1,1,47,9
Robin Olsen,GK,Aston Villa,0.0,0,0,0,45,9
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,63,9
Rodrigo Bentancur,MID,Spurs,2.3,3,0,1,50,9
Rodrigo Martins Gomes,MID,Wolves,0.2,1,0,1,52,9
Rodrigo Muniz Carvalho,FWD,Fulham,2.3,1,0,1,57,9
Romain Faivre,MID,Bournemouth,0.0,0,0,0,50,9
Roman Dixon,DEF,Everton,0.0,0,0,0,40,9
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,63,9
Roméo Lavia,MID,Chelsea,2.2,71,1,4,45,9
Ronnie Edwards,DEF,Southampton,-1.5,0,0,0,39,9
Ross Barkley,MID,Aston Villa,2.2,45,0,5,52,9
Ross Stewart,FWD,Southampton,0.0,0,0,0,46,9
Ryan Christie,MID,Bournemouth,3.0,80,1,2,49,9
Ryan Fraser,MID,Southampton,0.0,0,0,0,48,9
Ryan Gravenberch,MID,Liverpool,2.5,90,1,2,50,9
Ryan Manning,DEF,Southampton,0.0,76,1,2,43,9
Ryan Sessegnon,DEF,Fulham,0.0,0,0,0,43,9
Ryan Trevitt,MID,Brentford,0.0,0,0,0,45,9
Ryan Yates,MID,Nott'm Forest,4.3,90,1,8,49,9
Rúben Gato Alves Dias,DEF,Man City,4.8,90,1,7,55,9
Salah-Eddine Oulad M'hand,MID,Arsenal,0.0,0,0,0,45,9
Sam Johnstone,GK,Wolves,0.8,0,0,0,44,9
Sam Morsy,MID,Ipswich,1.2,0,0,0,49,9
Sam Szmodics,MID,Ipswich,2.5,72,1,7,58,9
Samuel Amo-Ameyaw,MID,Southampton,-1.5,0,0,0,45,9
Samuel Edozie,MID,Southampton,0.0,0,0,0,49,9
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,54,9
Sander Berge,MID,Fulham,2.0,90,1,2,50,9
Sandro Tonali,MID,Newcastle,1.5,67,1,1,55,9
Santiago Bueno,DEF,Wolves,0.8,90,1,1,43,9
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,48,9
Saša Lukić,MID,Fulham,0.0,0,0,0,49,9
Scott Carson,GK,Man City,1.5,0,0,0,40,9
Scott McTominay,MID,Man Utd,0.0,0,0,0,49,9
Sean Longstaff,MID,Newcastle,0.2,22,0,0,47,9
Sepp van den Berg,DEF,Brentford,1.0,90,1,1,40,9
Sergio Reguilón,DEF,Spurs,0.5,0,0,0,43,9
Shea Charles,MID,Southampton,0.0,0,0,0,45,9
Sil Swinkels,DEF,Aston Villa,0.0,0,0,0,40,9
Simon Adingra,MID,Brighton,0.0,0,0,0,54,9
Solly March,MID,Brighton,0.0,0,0,0,65,9
Son Heung-min,MID,Spurs,0.6,0,0,0,99,9
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,45,9
Stefan Ortega Moreno,GK,Man City,1.5,0,0,0,53,9
Stephy Mavididi,MID,Leicester,2.0,67,1,1,53,9
Steven Benda,GK,Fulham,0.0,0,0,0,40,9
Sugawara Yukinari,DEF,Southampton,0.0,0,0,0,45,9
Sven Botman,DEF,Newcastle,0.0,0,0,0,44,9
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,3.8,90,1,6,65,9
Séamus Coleman,DEF,Everton,0.0,0,0,0,43,9
Sékou Mara,FWD,Southampton,0.0,0,0,0,50,9
Taiwo Awoniyi,FWD,Nott'm Forest,0.7,9,0,1,57,9
Tariq Lamptey,DEF,Brighton,1.0,10,0,3,44,9
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,45,9
Taylor Harwood-Bellis,DEF,Southampton,1.0,90,1,2,40,9
Thomas Partey,MID,Arsenal,2.0,90,1,2,50,9
Tim Iroegbunam,MID,Everton,0.0,0,0,0,45,9
Tim Ream,DEF,Fulham,0.0,0,0,0,45,9
Timo Werner,MID,Spurs,3.0,28,0,1,62,9
Timothy Castagne,DEF,Fulham,0.0,0,0,0,42,9
Tino Livramento,DEF,Newcastle,0.8,90,1,1,45,9
Toby Collyer,MID,Man Utd,0.0,0,0,0,45,9
Tom Cairney,MID,Fulham,0.7,0,0,0,48,9
Tom Cannon,FWD,Leicester,0.0,0,0,0,45,9
Tom Heaton,GK,Man Utd,0.0,0,0,0,40,9
Tom King,GK,Wolves,0.0,0,0,0,40,9
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,48,9
Tommy Doyle,MID,Wolves,1.8,90,1,5,48,9
Tommy Setford,GK,Arsenal,0.0,0,0,0,45,9
Tomáš Souček,MID,West Ham,1.3,45,0,1,50,9
Tony Yogane,MID,Brentford,0.0,0,0,0,45,9
Tosin Adarabioyo,DEF,Chelsea,0.5,0,0,0,44,9
Toti António Gomes,DEF,Wolves,0.2,45,1,0,43,9
