name,position,team,xP,minutes,starts,total_points,value,gw
Ivan Toney,FWD,Brentford,0.0,0,0,0,73,31
Carlos Soler,MID,West Ham,0.5,36,0,1,50,31
Antonee Robinson,DEF,Fulham,2.0,90,1,1,49,31
Romain Faivre,MID,Bournemouth,0.0,0,0,0,50,31
James Ward-Prowse,MID,West Ham,2.2,90,1,4,61,31
Patson Daka,FWD,Leicester,1.2,45,1,1,48,31
Illia Zabarnyi,DEF,Bournemouth,1.5,77,1,1,44,31
Gavin Bazunu,GK,Southampton,0.0,0,0,0,43,31
Ruud van Nistelrooij,AM,Leicester,-0.5,0,0,0,5,31
Sven Botman,DEF,Newcastle,0.0,0,0,0,44,31
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,45,31
Diego Gómez,MID,Brighton,2.0,71,1,2,55,31
Danny Ward,GK,Leicester,-0.5,0,0,0,39,31
Samuel Amo-Ameyaw,MID,Southampton,0.0,0,0,0,44,31
Joe Gauci,GK,Aston Villa,0.0,0,0,0,40,31
João Pedro Junqueira de Jesus,FWD,Brighton,1.3,27,0,1,56,31
Justin Kluivert,MID,Bournemouth,0.6,0,0,0,62,31
Ollie Scarles,DEF,West Ham,0.5,45,1,1,40,31
Andoni Iraola,AM,Bournemouth,2.8,0,0,5,11,31
Josh Wilson-Esbrand,DEF,Man City,0.0,0,0,0,40,31
Martin Dúbravka,GK,Newcastle,0.5,0,0,0,42,31
Oliver Glasner,AM,Crystal Palace,6.0,0,0,8,8,31
Flynn Downes,MID,Southampton,0.0,0,0,0,47,31
Alejandro Garnacho,MID,Man Utd,3.5,90,1,3,59,31
Ronnie Edwards,DEF,Southampton,0.0,0,0,0,39,31
Edson Álvarez Velázquez,MID,West Ham,0.2,53,1,1,50,31
Jack Grealish,MID,Man City,3.8,16,0,1,64,31
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,49,31
Jack Taylor,MID,Ipswich,1.0,25,0,1,48,31
Simon Adingra,MID,Brighton,1.3,27,0,1,51,31
Ben Mee,DEF,Brentford,-0.2,0,0,0,42,31
Leon Chiwome,FWD,Wolves,0.0,0,0,0,44,31
Eric da Silva Moreira,MID,Nott'm Forest,0.5,0,0,0,43,31
Luis Guilherme Lira dos Santos,MID,West Ham,0.2,6,0,1,46,31
Joe Hodge,MID,Wolves,0.0,0,0,0,45,31
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,48,31
Harrison Armstrong,MID,Everton,0.0,0,0,0,44,31
Carney Chukwuemeka,MID,Chelsea,0.0,0,0,0,47,31
Isaac Heath,MID,Everton,-0.5,0,0,0,45,31
Tom King,GK,Wolves,0.0,0,0,0,40,31
Wout Faes,DEF,Leicester,0.5,90,1,1,39,31
Leny Yoro,DEF,Man Utd,1.8,90,1,5,43,31
Pedro Lomba Neto,MID,Chelsea,1.8,31,0,1,62,31
Ian Maatsen,DEF,Aston Villa,2.0,90,1,5,45,31
Harry Winks,MID,Leicester,-0.2,0,0,0,43,31
Mads Roerslev Rasmussen,DEF,Brentford,0.0,0,0,0,43,31
Jurriën Timber,DEF,Arsenal,4.7,29,0,1,56,31
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,48,31
Michael Kayode,DEF,Brentford,-0.2,7,0,1,45,31
Anthony Elanga,MID,Nott'm Forest,9.8,45,1,1,55,31
Julio Enciso,MID,Ipswich,2.7,90,1,1,54,31
Alfie Dorrington,DEF,Spurs,0.0,0,0,0,40,31
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,45,31
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,49,31
Ayden Heaven,DEF,Man Utd,0.0,0,0,0,40,31
Vladimír Coufal,DEF,West Ham,-0.5,0,0,0,41,31
Marc Cucurella Saseta,DEF,Chelsea,3.2,13,0,1,53,31
Toti António Gomes,DEF,Wolves,3.3,90,1,2,43,31
Julio Soler,DEF,Bournemouth,0.5,0,0,0,39,31
Cristian Romero,DEF,Spurs,3.8,90,1,2,49,31
Dan Burn,DEF,Newcastle,4.5,90,1,6,45,31
Destiny Udogie,DEF,Spurs,1.5,0,0,0,48,31
Jordan Pickford,GK,Everton,2.5,90,1,3,51,31
Boubacar Traoré,MID,Wolves,0.3,0,0,0,48,31
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,45,31
Samuel Rak-Sakyi,MID,Chelsea,0.5,0,0,0,45,31
Mikkel Damsgaard,MID,Brentford,1.5,82,1,3,51,31
Luis Díaz,MID,Liverpool,8.5,35,0,6,75,31
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,49,31
Carlos Vinícius Alves Morais,FWD,Fulham,-1.0,0,0,0,50,31
Pervis Estupiñán,DEF,Brighton,3.0,80,1,1,49,31
James Milner,MID,Brighton,0.0,0,0,0,50,31
Ryan Trevitt,MID,Brentford,0.0,0,0,0,44,31
Enzo Fernández,MID,Chelsea,5.5,90,1,2,47,31
Luke Shaw,DEF,Man Utd,0.0,0,0,0,49,31
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,0,0,0,45,31
Jeremy Monga,MID,Leicester,0.7,16,0,1,45,31
Jérémy Doku,MID,Man City,2.2,33,0,1,62,31
Marcus Bettinelli,GK,Chelsea,0.5,0,0,0,39,31
Alisson Ramses Becker,GK,Liverpool,0.8,0,0,0,56,31
Dermot Mee,GK,Man Utd,-0.5,0,0,0,40,31
Aaron Hickey,DEF,Brentford,0.0,0,0,0,43,31
Vítezslav Jaros,GK,Liverpool,1.0,0,0,0,40,31
Alex McCarthy,GK,Southampton,-0.5,0,0,0,42,31
Neal Maupay,FWD,Everton,0.0,0,0,0,49,31
Steven Benda,GK,Fulham,-1.0,0,0,0,39,31
Dean Henderson,GK,Crystal Palace,2.5,90,1,3,46,31
Callum Bates,MID,Everton,-0.5,0,0,0,45,31
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,40,31
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,48,31
Marco Asensio,MID,Aston Villa,6.0,72,1,1,61,31
Scott McTominay,MID,Man Utd,0.0,0,0,0,49,31
Wilfred Ndidi,MID,Leicester,0.8,90,1,1,49,31
Maxence Lacroix,DEF,Crystal Palace,2.0,89,1,2,45,31
John Ruddy,GK,Newcastle,0.5,0,0,0,39,31
Caleb Okoli,DEF,Leicester,-0.2,0,0,0,40,31
Sean Neave,FWD,Newcastle,0.5,0,0,0,45,31
Odysseas Vlachodimos,GK,Newcastle,0.5,0,0,0,42,31
Dante Cassanova,DEF,Spurs,0.5,0,0,0,40,31
George Earthy,MID,West Ham,0.0,0,0,0,45,31
Daichi Kamada,MID,Crystal Palace,1.5,90,1,2,51,31
Ange Postecoglou,AM,Spurs,3.5,0,0,9,11,31
Reece James,DEF,Chelsea,4.5,76,1,9,48,31
Georginio Rutter,MID,Brighton,0.0,0,0,0,51,31
Conor Chaplin,MID,Ipswich,0.3,9,0,1,51,31
Enzo Maresca,AM,Chelsea,5.2,0,0,5,15,31
Santiago Bueno,DEF,Wolves,1.0,2,0,1,43,31
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,40,31
Kenny Tete,DEF,Fulham,-0.5,8,0,1,44,31
Graham Potter,AM,West Ham,4.2,0,0,10,5,31
Pablo Sarabia,MID,Wolves,4.7,25,0,12,50,31
Diogo Teixeira da Silva,MID,Liverpool,5.5,66,1,2,72,31
Kortney Hause,DEF,Aston Villa,-0.5,0,0,0,39,31
Liam Delap,FWD,Ipswich,6.3,80,1,8,56,31
Bastien Meupiyou,DEF,Wolves,0.0,0,0,0,39,31
Tino Livramento,DEF,Newcastle,7.0,90,1,11,45,31
Remy Rees-Dottin,FWD,Bournemouth,0.5,0,0,0,45,31
Tyler Adams,MID,Bournemouth,2.2,90,1,2,49,31
Danilo dos Santos de Oliveira,MID,Nott'm Forest,1.2,0,0,0,47,31
Jenson Metcalfe,MID,Everton,0.0,0,0,0,45,31
Marcus Rashford,MID,Aston Villa,4.0,28,0,1,66,31
James Maddison,MID,Spurs,3.8,79,1,7,74,31
Daniel Muñoz,DEF,Crystal Palace,5.0,90,1,8,52,31
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.0,64,1,3,61,31
Fraser Forster,GK,Spurs,0.5,0,0,0,43,31
Elliot Anderson,MID,Nott'm Forest,3.8,90,1,2,50,31
Charlie Taylor,DEF,Southampton,-0.5,0,0,0,39,31
Bryan Mbeumo,MID,Brentford,5.2,90,1,3,81,31
Matty Cash,DEF,Aston Villa,2.5,0,0,0,44,31
Adam Lallana,MID,Southampton,-0.5,0,0,0,50,31
Sandro Tonali,MID,Newcastle,7.0,90,1,3,55,31
Issa Diop,DEF,Fulham,-0.7,0,0,0,44,31
Igor Julio dos Santos de Paulo,DEF,Brighton,0.0,0,0,0,43,31
Joelinton Cássio Apolinário de Lira,MID,Newcastle,3.4,64,1,6,60,31
John McGinn,MID,Aston Villa,1.5,17,0,1,52,31
Oscar Bobb,MID,Man City,0.8,0,0,0,47,31
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,39,31
Pierre-Emile Højbjerg,MID,Spurs,0.0,0,0,0,50,31
Nathan Collins,DEF,Brentford,2.8,90,1,7,45,31
Jesper Lindstrøm,MID,Everton,0.0,0,0,0,50,31
Marc Guéhi,DEF,Crystal Palace,0.5,89,1,-1,47,31
Mathias Jorgensen,DEF,Brentford,0.0,0,0,0,45,31
Divin Mubama,FWD,Man City,0.5,0,0,0,45,31
William Osula,FWD,Newcastle,1.0,18,0,1,49,31
Harry Souttar,DEF,Leicester,0.0,0,0,0,40,31
Jean-Philippe Mateta,FWD,Crystal Palace,4.5,67,1,8,77,31
Max Alleyne,DEF,Man City,0.5,0,0,0,40,31
Archie Harris,DEF,Bournemouth,0.5,0,0,0,40,31
Zach Abbott,DEF,Nott'm Forest,0.5,0,0,0,40,31
Ben Nelson,DEF,Leicester,0.0,0,0,0,40,31
Bernardo Veiga de Carvalho e Silva,MID,Man City,1.5,90,1,2,61,31
Matai Akinmboni,DEF,Bournemouth,0.5,0,0,0,40,31
Filip Jørgensen,GK,Chelsea,0.5,0,0,0,42,31
David Brooks,MID,Bournemouth,1.5,23,0,1,49,31
Ishé Samuels-Smith,DEF,Chelsea,0.5,0,0,0,40,31
Son Heung-min,MID,Spurs,1.8,56,1,1,97,31
Solly March,MID,Brighton,0.0,18,0,0,65,31
Manor Solomon,MID,Spurs,0.0,0,0,0,54,31
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,40,31
Kieran Trippier,DEF,Newcastle,3.4,86,1,6,56,31
Paris Maghoma,MID,Brentford,-0.2,0,0,0,45,31
Coby Ebere,MID,Everton,-0.5,0,0,0,45,31
John Stones,DEF,Man City,0.0,0,0,0,53,31
Sam Morsy,MID,Ipswich,1.3,90,1,2,48,31
Jayden Meghoma,DEF,Brentford,0.0,0,0,0,40,31
Lewis Hall,DEF,Newcastle,0.0,0,0,0,48,31
Ivan Juric,AM,Southampton,3.2,0,0,1,5,31
Marc Guiu Paz,FWD,Chelsea,0.1,0,0,0,47,31
Tom Cannon,FWD,Leicester,0.0,0,0,0,45,31
Ben Davies,DEF,Spurs,1.5,90,1,2,43,31
Tyler Morton,MID,Liverpool,0.8,0,0,0,44,31
Matheus França de Oliveira,MID,Crystal Palace,3.0,0,0,0,44,31
Calvin Bassey,DEF,Fulham,1.3,90,1,1,45,31
Eddie Nketiah,FWD,Crystal Palace,-0.5,9,0,-2,59,31
Andreas Hoelgebaum Pereira,MID,Fulham,1.7,75,1,2,49,31
Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,40,31
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0.0,0,0,0,68,31
Amadou Onana,MID,Aston Villa,1.0,61,1,2,48,31
Morgan Rogers,MID,Aston Villa,9.0,90,1,9,55,31
Reiss Nelson,MID,Fulham,0.0,0,0,0,50,31
Tosin Adarabioyo,DEF,Chelsea,2.8,90,1,5,42,31
Matt Targett,DEF,Newcastle,0.4,0,0,0,39,31
Filip Marschall,GK,Aston Villa,0.0,0,0,0,40,31
Jan Paul van Hecke,DEF,Brighton,0.0,90,1,-2,45,31
Patrick Dorgu,DEF,Man Utd,2.2,90,1,6,45,31
Jean-Clair Todibo,DEF,West Ham,0.2,83,1,1,42,31
Jack Clarke,MID,Ipswich,1.7,0,0,0,54,31
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,44,31
Ollie Watkins,FWD,Aston Villa,0.5,61,1,2,89,31
Jorge Cuenca Barreno,DEF,Fulham,-0.7,0,0,0,44,31
Rico Lewis,DEF,Man City,1.5,16,0,1,43,31
Julián Araujo Zúñiga,DEF,Bournemouth,0.5,0,0,0,43,31
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,4.2,90,1,1,47,31
James Tarkowski,DEF,Everton,0.8,90,1,1,49,31
Joël Veltman,DEF,Brighton,0.0,0,0,0,43,31
Aaron Anselmino,DEF,Chelsea,0.5,0,0,0,40,31
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,45,31
Kamaldeen Sulemana,MID,Southampton,2.8,90,1,5,50,31
Timo Werner,MID,Spurs,0.5,0,0,0,62,31
Tyrone Mings,DEF,Aston Villa,0.5,90,1,2,44,31
Ethan Wheatley,FWD,Man Utd,0.0,0,0,0,45,31
Matz Sels,GK,Nott'm Forest,4.5,90,1,3,51,31
Ryan Yates,MID,Nott'm Forest,3.5,90,1,2,48,31
Amad Diallo,MID,Man Utd,0.0,0,0,0,53,31
Josh Nichols,DEF,Arsenal,0.5,0,0,0,40,31
Sam Szmodics,MID,Ipswich,0.0,0,0,0,57,31
Spike Brits,GK,Man City,0.5,0,0,0,40,31
Malo Gusto,DEF,Chelsea,5.2,90,1,5,49,31
Julian Eyestone,GK,Brentford,-0.5,0,0,0,40,31
Eddie Howe,AM,Newcastle,10.0,0,0,11,15,31
Nathan Butler-Oyedeji,FWD,Arsenal,0.5,0,0,0,45,31
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,45,31
Jakub Stolarczyk,GK,Leicester,-0.5,0,0,0,40,31
Sékou Koné,MID,Man Utd,-0.5,0,0,0,45,31
Zain Silcott-Duberry,MID,Bournemouth,0.5,0,0,0,45,31
Lloyd Kelly,DEF,Newcastle,0.0,0,0,0,42,31
Mateus Gonçalo Espanha Fernandes,MID,Southampton,5.5,90,1,9,50,31
Valentín Barco,DEF,Brighton,0.0,0,0,0,40,31
Dean Huijsen,DEF,Bournemouth,2.2,90,1,4,45,31
Mateus Mané,FWD,Wolves,0.0,0,0,0,45,31
Carlos Roberto Forbs Borges,MID,Wolves,0.0,0,0,0,54,31
André Trindade da Costa Neto,MID,Wolves,1.7,90,1,1,50,31
Albert Grønbæk,MID,Southampton,-0.2,0,0,0,49,31
Max Aarons,DEF,Bournemouth,0.0,0,0,0,43,31
Unai Emery,AM,Aston Villa,9.0,0,0,8,8,31
Henry Cartwright,MID,Leicester,-0.5,0,0,0,45,31
Rhys Williams,DEF,Liverpool,0.0,0,0,0,40,31
Michail Antonio,FWD,West Ham,0.0,0,0,0,53,31
Ibrahim Osman,MID,Brighton,0.0,0,0,0,50,31
Lewis Miley,MID,Newcastle,1.5,25,0,1,50,31
Nathan Wood-Gordon,DEF,Southampton,-0.5,0,0,0,40,31
Rodrigo Muniz Carvalho,FWD,Fulham,5.3,75,1,7,55,31
Min-Hyeok Yang,MID,Spurs,0.0,0,0,0,45,31
Benjamin White,DEF,Arsenal,0.9,60,1,2,61,31
Cameron Burgess,DEF,Ipswich,1.3,90,1,1,38,31
Abdul Fatawu,MID,Leicester,0.0,0,0,0,51,31
Dominik Szoboszlai,MID,Liverpool,3.0,54,1,1,64,31
Tim Iroegbunam,MID,Everton,0.8,64,1,2,43,31
Neco Williams,DEF,Nott'm Forest,3.8,90,1,4,44,31
Roméo Lavia,MID,Chelsea,0.0,0,0,0,45,31
Leon Bailey,MID,Aston Villa,-0.4,0,0,0,62,31
Niclas Füllkrug,FWD,West Ham,1.8,36,0,7,67,31
Harvey Barnes,MID,Newcastle,7.0,90,1,8,59,31
Brennan Johnson,MID,Spurs,6.8,90,1,18,62,31
Andrew Moran,MID,Brighton,0.0,0,0,0,50,31
Harry Maguire,DEF,Man Utd,0.2,57,1,1,49,31
Mark Travers,GK,Bournemouth,0.0,0,0,0,44,31
Will Smallbone,MID,Southampton,-0.2,26,0,1,50,31
Mykhailo Mudryk,MID,Chelsea,0.0,0,0,0,61,31
Imari Samuels,DEF,Brighton,0.0,0,0,0,40,31
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,45,31
Stefan Ortega Moreno,GK,Man City,0.8,0,0,0,52,31
Renato Palma Veiga,MID,Chelsea,0.0,0,0,0,44,31
Eberechi Eze,MID,Crystal Palace,5.5,81,1,9,68,31
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,54,31
Boubacar Kamara,MID,Aston Villa,1.5,28,0,1,50,31
Ali Al-Hamadi,FWD,Ipswich,0.0,0,0,0,47,31
Willy Boly,DEF,Nott'm Forest,0.8,15,0,1,42,31
Carlos Alcaraz Durán,MID,Everton,0.8,15,0,0,49,31
Victor Lindelöf,DEF,Man Utd,1.8,32,0,1,43,31
Samuel Amissah,DEF,Fulham,-1.0,0,0,0,40,31
Ross Barkley,MID,Aston Villa,-0.4,0,0,0,52,31
Elyh Harrison,GK,Man Utd,-0.5,0,0,0,40,31
James McConnell,MID,Liverpool,1.0,0,0,0,44,31
Kobbie Mainoo,MID,Man Utd,-0.4,0,0,0,52,31
Ramón Sosa,MID,Nott'm Forest,1.2,16,0,1,55,31
Sander Berge,MID,Fulham,1.3,90,1,2,50,31
Maldini Kacurri,DEF,Arsenal,0.0,0,0,0,40,31
Adam Armstrong,FWD,Southampton,0.0,0,0,0,51,31
Aaron Cresswell,DEF,West Ham,-0.2,0,0,0,39,31
Emil Krafth,DEF,Newcastle,1.5,3,0,1,43,31
Jack Porter,GK,Arsenal,0.5,0,0,0,40,31
Jakub Kiwior,DEF,Arsenal,1.8,90,1,2,48,31
Kristoffer Ajer,DEF,Brentford,2.5,82,1,6,44,31
Will Hughes,MID,Crystal Palace,0.5,8,0,1,49,31
David Ozoh,MID,Crystal Palace,0.0,0,0,0,45,31
Benjamin Fredrick,DEF,Brentford,-0.5,0,0,0,40,31
Jakub Moder,MID,Brighton,0.0,0,0,0,44,31
Thomas Wilson-Brown,DEF,Leicester,0.0,0,0,0,40,31
Romain Esse,MID,Crystal Palace,0.0,0,0,0,47,31
Cieran Slicker,GK,Ipswich,0.0,0,0,0,39,31
Raheem Sterling,MID,Arsenal,1.8,45,1,4,67,31
Raúl Jiménez,FWD,Fulham,0.7,14,0,1,54,31
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,50,31
Myles Lewis-Skelly,MID,Arsenal,2.8,74,1,2,45,31
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,49,31
David Moyes,AM,Everton,3.8,0,0,9,5,31
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,45,31
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,45,31
Ashley Young,DEF,Everton,0.2,15,0,1,44,31
Arne Slot,AM,Liverpool,6.5,0,0,2,15,31
James Bree,DEF,Southampton,-0.5,0,0,0,39,31
Welington Damascena Santos,DEF,Southampton,0.0,0,0,0,40,32
Alex Scott,MID,Bournemouth,0.0,64,1,3,47,32
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,41,32
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,48,32
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,45,32
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,45,32
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,48,32
Pau Torres,DEF,Aston Villa,0.0,0,0,0,42,32
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,43,32
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,43,32
Antonín Kinsky,GK,Spurs,0.0,0,0,0,42,32
Will Lankshear,FWD,Spurs,0.0,0,0,0,45,32
Hwang Hee-chan,MID,Wolves,0.0,7,0,1,61,32
Mikey Moore,MID,Spurs,0.0,0,0,0,45,32
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,39,32
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,40,32
João Victor Gomes da Silva,MID,Wolves,0.0,82,1,2,49,32
Cole Palmer,MID,Chelsea,0.0,90,1,4,107,32
Mitoma Kaoru,MID,Brighton,0.0,0,0,0,65,32
Boubakary Soumaré,MID,Leicester,0.0,90,1,2,44,32
Chris Wood,FWD,Nott'm Forest,0.0,90,1,2,70,32
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,45,32
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,46,32
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,46,32
Milos Kerkez,DEF,Bournemouth,0.0,90,1,6,53,32
Adrian Mazilu,MID,Brighton,0.0,0,0,0,45,32
Jason Steele,GK,Brighton,0.0,0,0,0,40,32
Arijanet Muric,GK,Ipswich,0.0,0,0,0,44,32
Harvey Davies,GK,Liverpool,0.0,0,0,0,40,32
Carl Rushworth,GK,Brighton,0.0,0,0,0,39,32
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,43,32
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,45,32
Brandon Austin,GK,Spurs,0.0,0,0,0,40,32
Fabian Hürzeler,AM,Brighton,0.0,0,0,5,11,32
Conor Coady,DEF,Leicester,0.0,90,1,0,40,32
Wes Foderingham,GK,West Ham,0.0,0,0,0,42,32
Armando Broja,FWD,Everton,0.0,63,1,2,53,32
Adam Webster,DEF,Brighton,0.0,0,0,0,43,32
Thomas Partey,MID,Arsenal,0.0,68,1,10,49,32
Harry Wilson,MID,Fulham,0.0,0,0,0,52,32
Mathis Amougou,MID,Chelsea,0.0,0,0,0,45,32
Kasey McAteer,MID,Leicester,0.0,90,1,2,47,32
Curtis Jones,MID,Liverpool,0.0,67,1,3,53,32
Wes Burns,MID,Ipswich,0.0,0,0,0,47,32
Treymaurice Nyoni,MID,Liverpool,0.0,0,0,0,45,32
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,1,0,1,49,32
Yunus Emre Konak,MID,Brentford,0.0,0,0,0,44,32
Max Kilman,DEF,West Ham,0.0,90,1,1,43,32
Deniz Undav,FWD,Brighton,0.0,0,0,0,55,32
Alex Murphy,DEF,Newcastle,0.0,0,0,0,40,32
Alex Murphy,DEF,Newcastle,0.0,0,0,0,40,32
George Edmundson,DEF,Ipswich,0.0,0,0,0,40,32
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.0,0,0,0,45,32
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,0.0,8,0,1,62,32
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,44,32
Abdoulaye Doucouré,MID,Everton,0.0,90,1,10,51,32
Alfie Pond,DEF,Wolves,0.0,0,0,0,39,32
José Malheiro de Sá,GK,Wolves,0.0,90,1,1,44,32
Woyo Coulibaly,DEF,Leicester,0.0,0,0,0,40,32
Alexander Isak,FWD,Newcastle,0.0,77,1,5,95,32
Alexander Isak,FWD,Newcastle,0.0,71,1,6,95,32
Yves Bissouma,MID,Spurs,0.0,54,1,0,48,32
Conor Gallagher,MID,Chelsea,0.0,0,0,0,59,32
Philip Billing,MID,Bournemouth,0.0,0,0,0,48,32
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,0,53,32
Brajan Gruda,MID,Brighton,0.0,8,0,1,54,32
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,62,32
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,44,32
Justin Devenny,MID,Crystal Palace,0.0,10,0,1,45,32
Justin Devenny,MID,Crystal Palace,0.0,5,0,1,45,32
Craig Dawson,DEF,Wolves,0.0,0,0,0,42,32
Jordan Ayew,MID,Leicester,0.0,0,0,0,51,32
Marcos Senesi,DEF,Bournemouth,0.0,45,1,0,46,32
Genesis Antwi,DEF,Chelsea,0.0,0,0,0,40,32
Kiernan Dewsbury-Hall,MID,Chelsea,0.0,0,0,0,55,32
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,40,32
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,53,32
Maxwel Cornet,MID,Southampton,0.0,0,0,0,47,32
Jefferson Lerma Solís,MID,Crystal Palace,0.0,90,1,1,48,32
Jefferson Lerma Solís,MID,Crystal Palace,0.0,84,1,1,48,32
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,39,32
Jacob Wright,MID,Man City,0.0,0,0,0,45,32
Luke Thomas,DEF,Leicester,0.0,60,1,1,39,32
Bruno Borges Fernandes,MID,Man Utd,0.0,81,1,2,86,32
Adam Smith,DEF,Bournemouth,0.0,90,1,6,44,32
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,40,32
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,40,32
Billy Gilmour,MID,Brighton,0.0,0,0,0,50,32
Rasmus Højlund,FWD,Man Utd,0.0,35,0,1,69,32
Callum Wilson,FWD,Newcastle,0.0,12,0,1,69,32
Callum Wilson,FWD,Newcastle,0.0,18,0,1,69,32
Crysencio Summerville,MID,West Ham,0.0,0,0,0,55,32
Claudio Echeverri,MID,Man City,0.0,0,0,0,59,32
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,45,32
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,45,32
Oliver Skipp,MID,Leicester,0.0,29,0,0,47,32
Tomáš Souček,MID,West Ham,0.0,0,0,0,49,32
Taylor Harwood-Bellis,DEF,Southampton,0.0,90,1,0,40,32
Alphonse Areola,GK,West Ham,0.0,90,1,2,42,32
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,43,32
Richarlison de Andrade,FWD,Spurs,0.0,15,0,5,68,32
Iwan Morgan,FWD,Brentford,0.0,0,0,0,45,32
Joško Gvardiol,DEF,Man City,0.0,90,1,1,62,32
Harry Clarke,DEF,Ipswich,0.0,0,0,0,40,32
Joachim Andersen,DEF,Fulham,0.0,90,1,2,42,32
Moisés Caicedo Corozo,MID,Chelsea,0.0,90,1,2,49,32
Carlos Henrique Casimiro,MID,Man Utd,0.0,0,0,0,46,32
Roman Dixon,DEF,Everton,0.0,0,0,0,40,32
Jhon Durán,FWD,Aston Villa,0.0,0,0,0,57,32
Jacob Murphy,MID,Newcastle,0.0,77,1,5,52,32
Jacob Murphy,MID,Newcastle,0.0,61,1,14,52,32
Sean Longstaff,MID,Newcastle,0.0,5,0,1,44,32
Sean Longstaff,MID,Newcastle,0.0,18,0,1,44,32
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,45,32
Trevoh Chalobah,DEF,Chelsea,0.0,90,1,1,44,32
Ryan Manning,DEF,Southampton,0.0,81,1,1,43,32
Vitalii Mykolenko,DEF,Everton,0.0,90,1,6,44,32
Ryan Christie,MID,Bournemouth,0.0,0,0,0,49,32
Fábio Silva,FWD,Wolves,0.0,0,0,0,50,32
Kepa Arrizabalaga,GK,Bournemouth,0.0,90,1,11,46,32
Frank Onyeka,MID,Brentford,0.0,0,0,0,49,32
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,49,32
Morgan Gibbs-White,MID,Nott'm Forest,0.0,90,1,2,65,32
Noni Madueke,MID,Chelsea,0.0,67,1,5,60,32
Nélson Cabral Semedo,DEF,Wolves,0.0,90,1,1,45,32
Alex Palmer,GK,Ipswich,0.0,90,1,2,45,32
Thomas Frank,AM,Brentford,0.0,0,0,9,8,32
Tommy Doyle,MID,Wolves,0.0,0,0,0,47,32
