player_name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw
Mykhailo Mudryk,s,0.0,0.0,6.2,0,0.0,0.0,22
Nicolas Jackson,a,,,7.9,2,2.2,2.7,22
Christopher Nkunku,a,,,5.8,0,0.6,1.1,22
Cole Palmer,a,100.0,75.0,11.3,2,6.8,5.5,22
Đorđe Petrović,u,0.0,0.0,4.4,0,0.0,0.0,22
Renato Palma Veiga,a,,,4.4,0,0.0,0.5,22
Robert Sánchez,a,,,4.8,2,1.6,2.1,22
Tosin Adarabioyo,a,,,4.2,7,2.0,2.5,22
Wesley Fofana,i,0.0,0.0,4.4,0,0.0,0.0,22
Jadon Sancho,a,100.0,100.0,6.2,1,2.4,2.9,22
João Félix Sequeira,a,,,6.0,1,1.2,1.7,22
Tyrique George,a,,,4.5,0,0.0,0.5,22
Josh Acheampong,a,,,4.0,0,0.6,1.1,22
Enzo Maresca,a,,,1.5,0,4.0,4.5,22
Eddie Nketiah,a,100.0,100.0,5.9,4,1.2,1.2,22
Naouirou Ahamada,u,0.0,0.0,4.5,0,0.0,0.0,22
Dean Henderson,a,100.0,100.0,4.5,6,4.8,4.8,22
Rob Holding,a,,,4.2,0,0.0,0.0,22
Will Hughes,a,100.0,100.0,4.9,3,2.2,2.2,22
Ismaïla Sarr,a,100.0,75.0,5.8,3,3.2,2.4,22
Franco Umeh-Chibueze,a,100.0,100.0,4.4,0,0.0,0.0,22
Maxence Lacroix,a,,,4.5,7,5.0,5.0,22
Caleb Kporha,a,,,4.0,0,0.0,0.0,22
Zach Marsh,a,,,4.5,0,0.0,0.0,22
Romain Esse,a,,,5.0,0,1.8,1.8,22
Oliver Glasner,a,,,0.8,0,1.6,1.6,22
Armando Broja,i,0.0,0.0,5.4,0,0.0,0.0,22
Abdoulaye Doucouré,a,100.0,100.0,5.1,1,1.6,1.6,22
Norberto Bercique Gomes Betuncal,a,,,4.9,0,0.6,0.6,22
Jarrad Branthwaite,a,100.0,100.0,4.8,1,1.0,1.0,22
Dominic Calvert-Lewin,a,100.0,100.0,5.4,5,2.2,2.2,22
Séamus Coleman,i,0.0,0.0,4.3,0,0.0,0.0,22
Idrissa Gueye,a,100.0,100.0,4.8,11,3.4,3.4,22
Michael Keane,a,100.0,100.0,3.9,1,0.2,0.2,22
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,22
Dwight McNeil,i,0.0,0.0,5.1,0,0.0,0.0,22
Vitalii Mykolenko,a,100.0,100.0,4.3,1,1.4,1.4,22
Orel Mangala,a,,,5.0,2,1.6,1.6,22
Guido Rodríguez,a,100.0,100.0,4.8,1,1.0,1.0,22
Niclas Füllkrug,i,0.0,0.0,6.7,0,0.0,0.0,22
Harry Winks,a,100.0,100.0,4.4,1,-0.2,0.3,27
Callum Hudson-Odoi,i,0.0,50.0,5.1,0,0.0,0.8,35
Samuel Iling-Junior,u,0.0,0.0,5.4,0,0.0,0.0,24
Murillo Santiago Costa dos Santos,d,75.0,100.0,4.8,10,3.6,4.3,35
Oliver Skipp,a,,,4.7,0,-0.2,0.3,27
Callum Bates,a,,,4.5,0,0.0,0.0,22
Martin Sherif,a,,,4.5,0,0.0,0.0,22
David Moyes,a,,,0.5,0,1.0,1.0,22
Reiss Nelson,i,0.0,0.0,5.0,0,0.0,0.0,22
Emile Smith Rowe,a,100.0,100.0,5.2,11,3.0,3.0,22
Joachim Andersen,a,100.0,100.0,4.2,6,1.8,1.8,22
Adama Traoré,a,,,4.7,6,2.2,2.2,22
Andreas Hoelgebaum Pereira,a,100.0,100.0,5.0,0,1.8,1.8,22
Calvin Bassey,a,100.0,100.0,4.5,6,2.2,2.2,22
Tom Cairney,a,100.0,100.0,4.8,1,1.2,1.2,22
Timothy Castagne,a,100.0,100.0,4.2,6,2.6,2.6,22
Saša Lukić,a,100.0,100.0,4.8,5,3.0,3.0,22
Raúl Jiménez,a,,,5.7,2,5.4,5.4,22
Tim Ream,u,0.0,0.0,4.5,0,0.0,0.0,22
Harrison Reed,a,100.0,100.0,4.7,0,0.0,0.0,22
Archie Harris,a,,,4.0,0,1.0,-0.5,24
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,0,0.0,0.0,22
Carlos Vinícius Alves Morais,a,,,5.0,0,0.0,0.5,3
Abdul Fatawu,i,0.0,0.0,5.1,0,0.0,0.0,27
Lucas Digne,a,,,4.6,1,5.4,3.2,24
Will Alves,u,0.0,0.0,4.4,0,0.0,0.0,27
Alejo Véliz,u,0.0,0.0,5.0,0,0.0,0.0,27
Bilal El Khannouss,a,,,4.8,2,1.2,1.7,27
Henry Cartwright,a,,,4.5,0,-0.5,0.0,27
Thomas Wilson-Brown,u,0.0,0.0,4.0,0,0.0,0.0,27
Alisson Ramses Becker,a,100.0,100.0,5.6,6,5.3,4.3,27
Trent Alexander-Arnold,a,100.0,100.0,7.5,6,6.7,5.7,27
Ivan Toney,u,0.0,0.0,7.3,0,0.0,0.0,24
Stefan Bajčetić Maquieira,u,0.0,0.0,4.5,0,0.0,0.0,27
Conor Bradley,i,0.0,0.0,4.7,0,0.0,0.0,27
Bobby Clark,u,0.0,0.0,4.5,0,0.0,0.0,27
Darwin Núñez Ribeiro,a,100.0,100.0,7.0,1,2.3,1.3,27
Diogo Teixeira da Silva,a,100.0,100.0,7.2,3,3.9,2.9,27
Ben Doak,u,0.0,0.0,4.5,0,0.0,0.0,27
Harvey Elliott,a,100.0,100.0,5.2,0,1.7,0.7,27
Endo Wataru,a,,,4.6,1,2.1,1.1,27
Cody Gakpo,d,75.0,100.0,7.5,1,1.7,1.3,27
Joe Gomez,i,0.0,0.0,4.7,0,0.0,0.0,27
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,28
Scott Carson,a,,,3.9,0,0.5,0.0,34
Ezra Mayers,a,,,4.0,0,0.0,-0.5,26
Max Kinsey,a,,,4.0,0,1.0,-0.5,24
Remy Rees-Dottin,a,,,4.5,0,1.3,-0.2,24
Julio Soler,i,0.0,0.0,4.0,0,0.0,0.0,24
Daniel Adu-Adjei,a,,,4.5,0,1.0,-0.5,24
Dominic Sadi,a,,,4.5,0,1.0,-0.5,24
Callan McKenna,a,,,4.0,0,1.0,-0.5,24
Ethan Brierley,a,100.0,100.0,4.4,0,0.0,0.0,24
Aaron Hickey,i,0.0,0.0,4.3,0,0.0,0.0,24
Myles Peart-Harris,u,0.0,0.0,4.5,0,0.0,0.0,24
Ryan Gravenberch,a,,,5.0,3,3.9,2.9,27
Curtis Jones,a,100.0,100.0,5.3,1,2.9,1.9,27
Caoimhin Kelleher,a,,,4.0,0,1.5,0.5,27
Ibrahima Konaté,a,100.0,100.0,5.2,6,4.3,3.3,27
Luis Díaz,a,100.0,100.0,7.5,8,6.7,5.7,27
Mohamed Salah,a,,,13.8,6,12.1,11.1,27
Alexis Mac Allister,a,100.0,75.0,6.2,8,6.1,3.8,27
James McConnell,a,100.0,100.0,4.4,0,1.5,0.5,27
Nathaniel Phillips,u,0.0,0.0,4.0,0,0.0,0.0,27
Rhys Williams,u,0.0,0.0,4.0,0,0.0,0.0,27
Andrew Robertson,a,,,5.8,0,3.5,2.5,27
Dominik Szoboszlai,a,100.0,100.0,6.4,11,7.5,6.5,27
Konstantinos Tsimikas,a,100.0,100.0,4.6,6,3.1,2.1,27
Virgil van Dijk,a,,,6.4,7,4.7,3.7,27
Vítezslav Jaros,a,,,4.0,0,1.5,0.5,27
Treymaurice Nyoni,a,,,4.5,0,1.5,0.5,27
Amara Nallo,a,,,4.0,0,1.5,0.5,27
Jayden Danns,u,0.0,0.0,4.5,0,0.0,0.0,27
Arne Slot,a,,,1.5,10,9.1,8.1,27
Manuel Akanji,i,0.0,0.0,5.3,0,0.0,0.0,27
Nathan Aké,i,0.0,100.0,5.3,0,0.0,0.8,27
Bernardo Veiga de Carvalho e Silva,a,,,6.1,1,0.3,0.8,27
Oscar Bobb,d,25.0,25.0,4.7,0,0.0,0.1,27
Scott Carson,a,,,3.9,0,0.0,0.5,27
Killian Cahill,a,,,3.9,0,-0.5,-0.5,24
Matt Doherty,a,,,4.3,5,3.7,3.2,26
Tommy Doyle,a,,,4.7,1,1.0,0.5,26
Fábio Silva,u,0.0,0.0,5.0,0,0.0,0.0,26
Pierre-Emile Højbjerg,u,0.0,0.0,5.0,0,0.0,0.0,21
Jean-Ricner Bellegarde,a,,,4.9,2,3.0,3.0,27
Filip Marschall,u,0.0,0.0,4.0,0,0.0,0.0,29
Kevin De Bruyne,a,100.0,100.0,9.3,0,0.7,1.2,27
Ederson Santana de Moraes,a,100.0,100.0,5.3,11,7.7,8.2,27
Matheus Luiz Nunes,a,100.0,100.0,4.9,3,1.3,1.8,27
Jorge Luiz Frello Filho,a,100.0,100.0,4.7,0,1.1,1.1,22
Jakub Kiwior,a,,,4.8,0,0.5,0.5,22
Bryan Mbeumo,a,100.0,100.0,7.8,2,6.6,5.6,22
Ben Mee,a,100.0,100.0,4.2,0,1.0,0.0,22
Christian Nørgaard,a,100.0,100.0,4.8,1,3.2,2.2,22
Myles Peart-Harris,u,0.0,0.0,4.5,0,0.0,0.0,22
Ethan Pinnock,i,0.0,0.0,4.4,0,0.0,0.0,22
Mads Roerslev Rasmussen,a,100.0,100.0,4.3,0,3.4,2.4,22
James McAtee,a,,,4.6,1,2.7,3.2,27
Rodrigo 'Rodri' Hernandez,i,0.0,0.0,6.2,0,0.0,0.0,27
Rúben Gato Alves Dias,a,100.0,100.0,5.4,6,2.3,2.8,27
Nico O'Reilly,a,100.0,100.0,4.9,0,0.3,0.8,27
Spike Brits,a,,,4.0,0,0.0,0.5,27
Abdukodir Khusanov,a,,,5.0,6,4.3,4.8,27
Vitor de Oliveira Nunes dos Reis,a,,,4.5,0,0.0,0.5,27
Pep Guardiola,a,,,1.5,9,7.0,7.5,27
Harry Wilson,a,,,5.2,7,5.8,5.8,22
Ryan Sessegnon,a,100.0,100.0,4.1,0,0.2,0.2,22
Jakub Kiwior,a,,,4.8,0,0.0,0.5,26
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,0,-0.5,-0.5,24
Neco Williams,a,,,4.5,5,3.2,2.7,35
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,35
Jorge Cuenca Barreno,a,100.0,100.0,4.4,0,0.0,0.0,22
Josh King,a,,,4.5,1,0.6,0.6,22
Martial Godo,a,,,4.4,0,0.0,0.0,22
Sander Berge,a,100.0,100.0,5.0,3,0.6,0.6,22
Samuel Amissah,a,,,4.0,0,0.0,0.0,22
Marco Alexandre Saraiva da Silva,a,,,1.1,0,2.5,2.5,22
Julio Enciso,a,100.0,100.0,5.4,1,0.0,0.5,22
Ali Al-Hamadi,a,100.0,100.0,4.7,0,-0.4,0.1,22
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,22
Nathan Broadhead,a,100.0,100.0,4.9,0,0.4,0.9,22
Cameron Burgess,a,,,3.9,-1,-1.2,-0.7,22
Wes Burns,a,100.0,100.0,4.8,0,0.2,0.7,22
Conor Chaplin,i,0.0,0.0,5.1,0,0.0,0.0,22
Harry Clarke,a,100.0,100.0,4.0,0,-0.8,-0.3,22
Leif Davis,a,,,4.4,-1,0.2,0.7,22
Corrie Ndaba,u,0.0,0.0,4.0,0,0.0,0.0,22
Cieran Slicker,a,,,3.9,0,-1.0,-0.5,22
Jack Taylor,a,100.0,100.0,4.8,1,0.0,0.5,22
Axel Tuanzebe,a,100.0,0.0,3.9,1,-0.8,0.0,22
Christian Walton,a,,,4.3,0,1.4,1.9,22
Luke Woolfenden,a,,,4.0,0,0.8,1.3,22
Kalvin Phillips,a,100.0,0.0,4.8,0,0.2,0.0,22
Arijanet Muric,a,100.0,100.0,4.4,0,-0.4,0.1,22
Jaden Philogene,a,100.0,100.0,5.3,1,-0.8,-0.3,22
Conor Townsend,a,,,3.9,0,-1.0,-0.5,22
Jack Clarke,a,,,5.4,2,0.0,0.5,22
Chiedozie Ogbene,i,0.0,0.0,4.8,0,0.0,0.0,22
Kieran McKenna,a,,,0.5,0,0.0,0.5,22
Daniel Castelo Podence,u,0.0,0.0,5.5,0,0.0,0.0,21
Rodrigo Martins Gomes,a,,,5.2,2,2.3,2.8,21
Santiago Bueno,a,100.0,100.0,4.3,1,2.5,3.0,21
Pablo Sarabia,a,100.0,100.0,5.0,1,-0.1,0.4,21
Jørgen Strand Larsen,a,,,5.4,2,2.3,2.8,21
Toti António Gomes,i,0.0,0.0,4.3,0,0.0,0.0,21
Omar Marmoush,a,,,7.2,2,7.0,7.5,27
Chris Mepham,u,0.0,0.0,4.4,0,0.0,0.0,22
Dango Ouattara,a,100.0,100.0,5.0,4,3.6,3.6,22
Adam Smith,i,0.0,0.0,4.4,0,0.0,0.0,22
Marcus Tavernier,d,50.0,0.0,5.4,0,0.0,0.0,22
Nico González,a,,,6.0,3,2.7,3.2,27
João Victor Gomes da Silva,a,100.0,100.0,4.9,2,1.7,2.2,21
José Malheiro de Sá,a,100.0,100.0,4.3,1,4.1,4.6,21
Saša Kalajdžić,i,0.0,0.0,4.8,0,0.0,0.0,21
Tom King,a,,,4.0,0,-0.5,0.0,21
Mario Lemina,a,100.0,100.0,4.9,0,-0.3,0.2,21
Claudio Echeverri,a,,,6.0,0,2.2,2.7,27
Antony Matheus dos Santos,u,0.0,0.0,5.7,0,0.0,0.0,27
Bruno Borges Fernandes,a,100.0,100.0,8.3,10,6.8,7.3,27
Valentín Barco,u,0.0,0.0,4.0,0,0.0,0.0,22
Facundo Buonanotte,a,100.0,100.0,4.7,1,1.4,1.4,22
Jordan Ayew,a,100.0,100.0,5.2,2,2.4,2.4,22
Odsonne Edouard,a,100.0,100.0,5.1,0,0.0,0.0,22
Boubakary Soumaré,a,100.0,100.0,4.4,2,1.6,1.6,22
Victor Kristiansen,a,100.0,100.0,4.5,1,0.8,0.8,22
Stephy Mavididi,a,,,5.1,2,3.6,3.6,22
Carlos Henrique Casimiro,a,100.0,100.0,4.7,1,0.8,1.3,27
Diogo Dalot Teixeira,a,100.0,100.0,5.0,4,1.8,2.3,27
Christian Eriksen,a,100.0,100.0,5.2,1,-0.2,0.3,27
Jonny Evans,i,0.0,0.0,4.4,0,0.0,0.0,27
Alejandro Garnacho,a,100.0,100.0,5.9,1,0.8,1.3,27
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,27
Tom Heaton,i,0.0,0.0,3.9,0,0.0,0.0,27
Rasmus Højlund,a,100.0,100.0,6.9,1,1.2,1.7,27
Victor Lindelöf,a,100.0,100.0,4.3,1,-0.2,0.3,27
Harry Maguire,d,50.0,100.0,4.9,8,1.6,3.7,27
Kobbie Mainoo,i,0.0,0.0,5.2,0,0.0,0.0,27
Lisandro Martínez,i,0.0,0.0,4.3,0,0.0,0.0,27
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,27
Mason Mount,i,0.0,0.0,6.3,0,0.0,0.0,27
André Onana,a,,,5.0,1,2.2,2.7,27
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,27
Luke Shaw,i,0.0,0.0,4.9,0,0.0,0.0,27
Joshua Zirkzee,a,,,6.5,1,1.2,1.7,27
Leny Yoro,a,100.0,100.0,4.3,0,-0.2,0.3,27
Matthijs de Ligt,a,100.0,100.0,4.8,7,2.8,3.3,27
Toby Collyer,a,100.0,0.0,4.5,0,-0.5,0.0,27
Manuel Ugarte,d,50.0,100.0,4.9,2,1.4,3.3,27
Jack Fletcher,a,,,4.5,0,-0.5,0.0,27
Jayce Fitzgerald,a,,,4.5,0,-0.5,0.0,27
Godwill Kukonki,a,,,4.0,0,-0.5,0.0,27
Ruben Filipe Marques Diogo Amorim,a,,,0.8,9,4.2,4.7,27
Patrick Dorgu,s,0.0,,4.5,-3,0.0,-0.3,27
Odsonne Edouard,a,100.0,100.0,5.1,0,0.0,-0.5,25
Chido Obi-Martin,a,,,4.5,0,-0.2,0.3,27
Tyler Fredricson,a,,,4.0,0,-0.5,0.0,27
Tony Yogane,u,0.0,0.0,4.5,0,0.0,0.0,25
Jack Moorhouse,a,,,4.5,0,-0.5,0.0,27
Sékou Koné,a,,,4.5,0,-0.5,0.0,27
Hubert Graczyk,a,,,4.0,0,-0.5,0.0,27
Alex Murphy,u,0.0,0.0,4.0,0,0.0,0.0,27
Miguel Almirón Rejala,u,0.0,0.0,5.4,0,0.0,0.0,27
Harvey Barnes,a,100.0,100.0,5.9,1,1.2,0.2,27
Sven Botman,i,0.0,75.0,4.4,0,0.0,-0.4,27
Bruno Guimarães Rodriguez Moura,a,100.0,100.0,6.1,2,2.2,1.2,27
Dan Burn,a,100.0,100.0,4.4,1,1.2,0.2,27
Martin Dúbravka,a,100.0,100.0,4.3,0,0.8,-0.2,27
Anthony Gordon,s,0.0,100.0,7.4,2,0.0,1.5,27
Lewis Hall,i,0.0,,4.9,1,0.0,2.8,27
Alexander Isak,a,100.0,100.0,9.4,0,5.5,4.5,27
Jacob Murphy,a,100.0,100.0,5.1,1,3.8,2.8,27
Joelinton Cássio Apolinário de Lira,a,100.0,75.0,6.0,0,0.5,-0.4,27
Lloyd Kelly,u,0.0,0.0,4.2,0,0.0,0.0,27
Emil Krafth,a,100.0,100.0,4.3,0,0.8,-0.2,27
Jamaal Lascelles,i,0.0,0.0,4.5,0,0.0,0.0,27
Jamal Lewis,u,0.0,0.0,4.0,0,0.0,0.0,27
Tino Livramento,a,100.0,100.0,4.5,1,1.2,0.2,27
Sean Longstaff,a,,,4.5,1,1.2,0.2,27
Lewis Miley,a,100.0,100.0,5.0,1,3.8,2.8,27
Odysseas Vlachodimos,a,,,4.2,0,0.5,-0.5,27
Harvey Elliott,a,100.0,100.0,5.2,0,0.7,2.4,25
Endo Wataru,a,,,4.6,1,1.1,3.2,25
Altay Bayindir,a,,,4.3,0,0.0,0.0,23
Antony Matheus dos Santos,u,0.0,0.0,5.7,0,0.0,0.0,24
Alejandro Garnacho,a,100.0,100.0,5.9,2,2.2,2.2,24
Rasmus Højlund,a,100.0,100.0,6.9,1,1.0,1.0,24
Victor Lindelöf,a,100.0,100.0,4.3,0,0.0,0.0,24
Andrew Omobamidele,u,0.0,0.0,4.2,0,0.0,0.0,35
Jonathan Panzo,u,0.0,0.0,4.0,0,0.0,0.0,35
Antoine Semenyo,a,100.0,100.0,5.7,1,2.8,2.8,27
Marcos Senesi,i,0.0,0.0,4.6,0,0.0,0.0,27
Nick Pope,a,100.0,100.0,4.9,1,1.2,0.2,27
John Ruddy,a,,,3.9,0,0.5,-0.5,27
Fabian Schär,a,100.0,100.0,5.4,1,1.2,0.2,27
Harry Maguire,a,100.0,100.0,4.9,0,2.2,2.2,24
André Onana,a,,,5.0,1,2.8,2.8,24
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,24
Matt Targett,a,100.0,100.0,3.9,0,0.5,-0.5,27
Sandro Tonali,a,100.0,100.0,5.5,2,2.2,1.2,27
Kieran Trippier,a,100.0,100.0,5.6,1,0.8,-0.2,27
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,32
Jack Porter,a,,,4.0,0,1.0,0.0,34
Romain Faivre,u,0.0,0.0,5.0,0,0.0,0.0,26
Jimi Gower,a,,,4.5,0,1.0,0.0,34
Ibrahim Sangaré,a,100.0,100.0,4.3,1,1.5,1.0,35
Jack Moorhouse,a,,,4.5,0,0.0,0.0,33
Robert Sánchez,a,,,4.7,0,1.8,1.8,24
Jahmai Simpson-Pusey,a,100.0,100.0,4.0,0,0.0,0.0,24
Josh Wilson-Esbrand,u,0.0,0.0,4.0,0,0.0,0.0,24
Divin Mubama,a,,,4.5,0,0.3,0.3,24
Callum Wilson,a,100.0,100.0,6.9,2,1.8,0.8,27
Miodrag Pivaš,u,0.0,0.0,4.0,0,0.0,0.0,27
William Osula,a,,,4.9,1,0.8,-0.2,27
Malcolm Ebiowei,u,0.0,0.0,4.5,0,0.0,0.0,23
Harvey Barnes,i,0.0,0.0,5.9,0,0.0,0.0,23
Sven Botman,a,100.0,100.0,4.4,0,2.3,2.8,23
Bruno Guimarães Rodriguez Moura,a,100.0,100.0,6.1,2,6.3,6.8,23
Eddie Howe,a,,,1.5,0,3.8,2.8,27
Tyrell Malacia,u,0.0,100.0,4.4,0,0.0,0.2,24
Lisandro Martínez,i,0.0,100.0,4.4,2,0.0,4.5,24
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,24
Mason Mount,i,0.0,0.0,6.3,0,0.0,0.0,24
Álex Moreno Lopera,a,100.0,100.0,4.2,0,0.0,0.0,27
Ola Aina,a,100.0,100.0,5.3,6,2.3,2.3,27
Ruben Filipe Marques Diogo Amorim,a,,,0.8,0,4.5,4.5,24
Elyh Harrison,a,,,4.0,0,1.3,1.3,24
Patrick Dorgu,a,,,4.5,0,2.1,2.1,24
Elliot Anderson,a,100.0,100.0,5.0,3,2.0,2.0,27
João Neves Virgínia,a,,,3.9,0,0.0,0.0,22
Taiwo Awoniyi,a,100.0,100.0,5.5,1,0.3,0.3,27
Willy Boly,a,100.0,100.0,4.2,0,0.0,0.0,27
Josh Bowler,u,0.0,0.0,4.5,0,0.0,0.0,27
Carlos Miguel dos Santos Pereira,d,25.0,25.0,4.1,0,0.0,0.0,27
Eric da Silva Moreira,a,,,4.4,0,0.0,0.0,27
Danilo dos Santos de Oliveira,a,100.0,100.0,4.7,1,1.0,1.0,27
Daniel Muñoz,a,100.0,100.0,4.8,11,6.8,6.8,24
David Ozoh,u,0.0,0.0,4.5,0,0.0,0.0,24
Jesurun Rak-Sakyi,u,0.0,0.0,4.5,0,0.0,0.0,24
Emmanuel Dennis,u,0.0,0.0,4.9,0,0.0,0.0,27
Nicolás Domínguez,a,100.0,100.0,4.8,3,1.3,1.3,27
David Datro Fofana,u,0.0,0.0,5.4,0,0.0,0.0,25
Anthony Elanga,a,100.0,100.0,5.3,3,2.3,2.3,27
Morgan Gibbs-White,a,100.0,100.0,6.5,3,4.3,4.3,27
Callum Hudson-Odoi,a,100.0,100.0,5.2,3,4.0,4.0,27
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,27
Murillo Santiago Costa dos Santos,a,100.0,100.0,4.7,6,2.3,2.3,27
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,27
Andrew Omobamidele,u,0.0,0.0,4.2,0,0.0,0.0,27
Ibrahim Sangaré,a,100.0,100.0,4.3,0,0.7,0.7,27
Matz Sels,a,100.0,100.0,5.0,6,3.0,3.0,27
Harry Toffolo,a,,,4.2,0,0.0,0.0,27
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,27
Chris Wood,a,100.0,100.0,7.2,2,5.3,5.3,27
João Pedro Ferreira Silva,a,100.0,100.0,5.9,0,0.3,0.3,27
Ramón Sosa,a,,,5.5,0,0.0,0.0,27
Felipe Rodrigues da Silva,a,,,4.5,0,0.3,0.3,27
Zach Abbott,a,,,4.0,0,0.0,0.0,27
Wayne Hennessey,a,,,4.0,0,0.0,0.0,27
Nuno Herlander Simões Espírito Santo,a,,,1.1,5,3.0,3.0,27
Aaron Ramsdale,a,100.0,100.0,4.4,2,0.2,0.7,27
Cameron Archer,a,,,4.9,1,-0.2,0.3,27
Lesley Ugochukwu,a,100.0,0.0,4.4,0,-0.8,0.0,27
Ryan Fraser,d,50.0,50.0,4.8,0,-0.8,-0.5,27
Samuel Amo-Ameyaw,u,0.0,0.0,4.4,0,0.0,0.0,27
Pep Guardiola,a,,,1.5,12,6.8,7.3,25
Omar Marmoush,a,,,7.1,17,6.5,7.0,25
Lesley Ugochukwu,a,100.0,100.0,4.4,2,1.2,1.7,24
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,24
Taylor Harwood-Bellis,i,0.0,100.0,4.0,1,0.0,0.5,24
Mateusz Lis,u,0.0,0.0,4.0,0,0.0,0.0,24
Joe Lumley,a,,,4.0,0,-1.0,-0.5,24
Ryan Manning,a,,,4.3,0,-0.8,-0.3,24
Sékou Mara,u,0.0,0.0,5.0,0,0.0,0.0,24
Will Smallbone,a,100.0,100.0,5.0,1,0.0,0.5,24
Jack Stephens,i,0.0,100.0,4.0,1,0.0,-0.3,24
Welington Damascena Santos,a,,,4.0,1,-0.8,-0.3,24
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,29
Simon Rusk,a,,,0.5,1,0.5,0.5,29
Dominic Solanke-Mitchell,a,100.0,100.0,7.3,2,1.5,2.0,29
James Maddison,a,100.0,100.0,7.4,1,0.0,0.5,29
Matz Sels,a,100.0,100.0,5.2,1,2.8,2.3,35
Harry Toffolo,a,,,4.2,0,1.2,0.7,35
Tariq Lamptey,s,0.0,100.0,4.4,2,0.0,4.2,27
Solly March,a,100.0,100.0,6.5,1,0.3,-0.2,27
Adrian Mazilu,u,0.0,0.0,4.5,0,0.0,0.0,27
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,35
Chris Wood,a,100.0,100.0,7.1,2,4.5,4.0,35
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,35
Kadan Young,a,,,4.5,0,-1.0,0.0,24
Ben Broggio,a,,,4.5,0,-1.0,0.0,24
Jamaldeen Jimoh,a,,,4.5,0,-1.0,0.0,24
Salah-Eddine Oulad M'hand,a,,,4.5,0,0.5,0.0,29
Ryan Yates,a,100.0,100.0,4.8,0,1.8,1.3,35
James McConnell,a,100.0,100.0,4.3,0,1.0,1.0,31
Mikel Arteta,a,,,1.5,9,7.0,6.5,29
Harvey Davies,a,,,4.0,0,1.0,0.0,29
Pedro Porro,a,100.0,100.0,5.3,0,0.0,0.5,29
Son Heung-min,a,100.0,100.0,9.7,1,3.0,3.5,29
Destiny Udogie,a,100.0,100.0,4.8,1,0.5,1.0,29
Antonín Kinsky,a,,,4.2,0,-0.5,0.0,29
Fábio Ferreira Vieira,u,0.0,0.0,5.4,0,0.0,0.0,27
Gabriel Fernando de Jesus,i,0.0,0.0,6.5,0,0.0,0.0,27
Jeremy Sarmiento Morante,u,0.0,0.0,4.9,0,0.0,0.0,27
Jason Steele,i,0.0,0.0,4.1,0,0.0,0.0,27
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,27
Jan Paul van Hecke,a,100.0,100.0,4.5,1,4.7,4.2,27
Joe Aribo,a,,,4.9,2,0.8,1.3,27
James Bree,i,0.0,100.0,3.9,0,0.0,-0.7,27
Shea Charles,u,0.0,0.0,4.5,0,0.0,0.0,27
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,27
Ronnie Edwards,u,0.0,0.0,3.9,0,0.0,0.0,27
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,35
Nikola Milenković,a,,,5.2,2,2.8,2.3,35
Damola Ajayi,a,,,4.5,0,-0.5,0.0,29
Ange Postecoglou,a,,,1.1,0,4.5,5.0,29
João Pedro Ferreira Silva,a,100.0,100.0,5.9,0,1.5,1.0,35
Ramón Sosa,a,,,5.5,1,1.8,1.3,35
Felipe Rodrigues da Silva,a,,,4.5,0,1.2,0.7,35
Aaron Ramsdale,a,100.0,100.0,4.4,1,4.5,5.5,35
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,34
Zach Abbott,a,,,4.0,0,0.5,0.5,32
Richarlison de Andrade,a,100.0,100.0,6.8,5,2.8,2.8,23
David Moyes,a,,,0.5,8,12.2,12.2,25
Cameron Archer,a,,,4.8,1,0.2,1.2,35
Renato Palma Veiga,u,0.0,0.0,4.4,0,0.0,0.0,24
Pedro Lomba Neto,a,100.0,100.0,6.2,7,3.8,3.8,24
Caleb Wiley,u,0.0,0.0,4.0,0,0.0,0.0,24
Filip Jørgensen,a,100.0,100.0,4.2,3,1.5,1.5,24
