name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw,position,team,xP,minutes,starts,total_points,value
Josh Bowler,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Nott'm Forest,0.0,0,0,0,45
Carlos Miguel dos Santos Pereira,a,,,4.2,0,-0.5,0.0,17,GK,Nott'm Forest,0.0,0,0,0,42
Eric da Silva Moreira,a,,,4.4,0,-0.3,0.2,17,MID,Nott'm Forest,0.2,0,0,0,44
Danilo dos Santos de Oliveira,d,25.0,25.0,4.7,0,-0.1,0.0,17,MID,Nott'm Forest,0.0,0,0,0,47
Hamed Traorè,u,0.0,0.0,4.5,0,0.0,0.0,15,MID,Bournemouth,0.0,0,0,0,45
Joško Gvardiol,a,100.0,100.0,6.1,1,2.8,2.8,15,DEF,Man City,2.8,90,1,1,62
Emmanuel Dennis,a,,,4.9,0,-0.5,0.0,17,FWD,Nott'm Forest,0.0,0,0,0,49
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,15,FWD,Man City,0.0,0,0,0,70
Nicolás Domínguez,s,0.0,,4.8,0,0.0,1.0,17,MID,Nott'm Forest,1.2,26,0,0,48
Anthony Elanga,a,100.0,100.0,5.1,9,3.3,3.8,17,MID,Nott'm Forest,3.3,63,1,9,51
Morgan Gibbs-White,a,100.0,100.0,6.3,2,4.7,5.2,17,MID,Nott'm Forest,4.3,74,1,2,63
Kieran Tierney,a,100.0,100.0,4.3,0,1.0,1.0,15,DEF,Arsenal,1.0,0,0,0,43
Callum Hudson-Odoi,a,100.0,100.0,5.3,3,2.1,2.6,17,MID,Nott'm Forest,2.5,90,1,3,53
Alex Mighten,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Nott'm Forest,0.0,0,0,0,45
Murillo Santiago Costa dos Santos,a,100.0,75.0,4.6,5,2.5,2.2,17,DEF,Nott'm Forest,2.0,90,1,5,46
Neco Williams,a,,,4.3,11,3.3,3.8,17,DEF,Nott'm Forest,3.3,90,1,11,43
Omar Richards,u,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Nott'm Forest,0.0,0,0,0,45
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,17,MID,Nott'm Forest,0.0,0,0,0,50
Andrew Omobamidele,a,,,4.2,0,-0.5,0.0,17,DEF,Nott'm Forest,0.0,0,0,0,43
Jonathan Panzo,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Nott'm Forest,0.0,0,0,0,40
Ibrahim Sangaré,i,0.0,0.0,4.4,0,0.0,0.0,17,MID,Nott'm Forest,0.0,0,0,0,44
Matz Sels,a,100.0,100.0,4.7,7,3.3,3.8,17,GK,Nott'm Forest,3.5,90,1,7,47
Harry Toffolo,a,,,4.3,1,-0.3,0.2,17,DEF,Nott'm Forest,0.2,1,0,1,43
Hwang Ui-jo,u,0.0,0.0,4.5,0,0.0,0.0,17,FWD,Nott'm Forest,0.0,0,0,0,45
Chris Wood,a,100.0,100.0,6.6,2,4.1,4.6,17,FWD,Nott'm Forest,4.0,90,1,2,66
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Nott'm Forest,0.0,0,0,0,45
Ryan Yates,a,100.0,75.0,4.9,1,1.3,1.4,17,MID,Nott'm Forest,1.3,26,0,1,49
James Ward-Prowse,a,100.0,100.0,6.2,0,-0.5,0.0,17,MID,Nott'm Forest,0.3,0,0,0,62
Nikola Milenković,a,,,4.6,6,5.1,5.6,17,DEF,Nott'm Forest,4.8,90,1,6,46
João Pedro Ferreira Silva,a,100.0,100.0,5.9,0,1.5,2.0,17,MID,Nott'm Forest,1.8,15,0,0,59
João Cavaco Cancelo,u,0.0,0.0,5.3,0,0.0,0.0,15,DEF,Man City,0.0,0,0,0,53
Ramón Sosa,a,,,5.5,0,-0.1,0.4,17,MID,Nott'm Forest,0.5,0,0,0,55
Felipe Rodrigues da Silva,a,,,4.5,6,1.5,2.0,17,DEF,Nott'm Forest,1.7,90,1,6,45
Aaron Ramsdale,a,100.0,50.0,4.4,10,1.5,0.8,17,GK,Southampton,0.6,90,1,10,44
Carlos Henrique Casimiro,a,100.0,100.0,4.8,0,0.0,1.0,15,MID,Man Utd,1.0,0,0,0,48
Cameron Archer,a,,,5.0,1,1.1,1.1,17,FWD,Southampton,1.0,45,0,1,50
Lesley Ugochukwu,a,100.0,100.0,4.5,0,-0.5,-0.5,17,MID,Southampton,-0.3,33,0,0,45
Ryan Fraser,a,100.0,100.0,4.8,0,0.1,0.1,17,MID,Southampton,0.3,0,0,0,48
Carlos Alcaraz Durán,u,0.0,0.0,4.9,0,0.0,0.0,17,MID,Southampton,0.0,0,0,0,49
Samuel Amo-Ameyaw,a,,,4.4,0,-0.5,-0.5,17,MID,Southampton,-0.5,0,0,0,44
Joe Aribo,a,,,4.9,1,2.1,2.1,17,MID,Southampton,1.8,56,1,1,49
Adam Armstrong,a,,,5.1,2,1.9,1.9,17,FWD,Southampton,2.7,90,1,2,51
Gavin Bazunu,i,0.0,0.0,4.3,0,0.0,0.0,17,GK,Southampton,0.0,0,0,0,43
Jan Bednarek,a,100.0,100.0,4.0,8,1.1,1.1,17,DEF,Southampton,0.8,90,1,8,40
Armel Bella-Kotchap,a,,,3.9,0,-0.5,-0.5,17,DEF,Southampton,-0.5,0,0,0,39
James Bree,a,100.0,75.0,3.9,1,-0.1,-0.1,17,DEF,Southampton,-0.2,10,0,1,39
Shea Charles,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Southampton,0.0,0,0,0,45
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,17,MID,Southampton,0.0,0,0,0,49
Ronnie Edwards,a,,,3.9,0,-0.3,-0.3,17,DEF,Southampton,-0.3,0,0,0,39
Taylor Harwood-Bellis,a,100.0,100.0,4.1,8,1.7,1.7,17,DEF,Southampton,1.5,90,1,8,41
Kamaldeen Sulemana,a,100.0,100.0,5.0,0,0.3,0.3,17,MID,Southampton,0.2,0,0,0,50
Adam Lallana,a,100.0,100.0,5.0,0,-0.5,-0.5,17,MID,Southampton,-0.5,0,0,0,50
Juan Larios López,i,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Southampton,0.0,0,0,0,40
Mateusz Lis,u,0.0,0.0,4.0,0,0.0,0.0,17,GK,Southampton,0.0,0,0,0,40
Joe Lumley,a,,,4.0,0,1.1,1.1,17,GK,Southampton,0.8,0,0,0,40
Ryan Manning,a,,,4.3,0,0.3,0.3,17,DEF,Southampton,0.2,0,0,0,43
Sékou Mara,u,0.0,0.0,5.0,0,0.0,0.0,17,FWD,Southampton,0.0,0,0,0,50
Alex McCarthy,a,,,4.3,0,-0.3,-0.3,17,GK,Southampton,0.2,0,0,0,43
Paul Onuachu,a,100.0,100.0,4.9,1,-0.3,-0.3,17,FWD,Southampton,-0.2,1,0,1,49
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,15,MID,Man Utd,0.0,0,0,0,45
Will Smallbone,d,25.0,25.0,5.0,0,-0.1,-0.1,17,MID,Southampton,-0.1,0,0,0,50
Jack Stephens,a,100.0,0.0,4.0,0,-0.5,0.0,17,DEF,Southampton,0.0,0,0,0,40
Ross Stewart,i,0.0,0.0,4.4,0,0.0,0.0,17,FWD,Southampton,0.0,0,0,0,44
Sugawara Yukinari,a,100.0,100.0,4.3,5,1.1,1.1,17,DEF,Southampton,1.0,79,1,5,44
Charlie Taylor,a,,,3.9,0,-0.3,-0.3,17,DEF,Southampton,-0.3,0,0,0,39
Kyle Walker-Peters,a,100.0,75.0,4.3,6,1.9,1.4,17,DEF,Southampton,1.3,90,1,6,44
Nathan Wood-Gordon,a,,,4.0,8,1.5,1.5,17,DEF,Southampton,1.2,90,1,8,40
Maxwel Cornet,n,0.0,,4.7,0,0.0,-0.5,17,MID,Southampton,-0.5,0,0,0,47
Flynn Downes,a,100.0,100.0,4.8,2,1.7,1.7,17,MID,Southampton,1.7,90,1,2,48
Ben Brereton Díaz,a,,,4.9,0,0.1,0.1,17,MID,Southampton,0.0,0,0,0,49
Tyler Dibling,a,100.0,100.0,4.5,1,0.7,0.7,17,MID,Southampton,0.8,45,1,1,45
Mateus Gonçalo Espanha Fernandes,a,,,5.0,3,1.5,1.5,17,MID,Southampton,2.3,90,1,3,50
Joseph O'Brien-Whitmarsh,a,,,4.5,0,-0.5,-0.5,17,MID,Southampton,-0.5,0,0,0,45
Dominic Solanke-Mitchell,a,100.0,100.0,7.5,9,4.9,3.9,17,FWD,Spurs,4.0,90,1,9,75
Ashley Phillips,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Spurs,0.0,0,0,0,40
Brandon Austin,a,,,4.0,0,0.5,-0.5,17,GK,Spurs,-0.5,0,0,0,40
Rodrigo Bentancur,a,100.0,0.0,4.9,0,0.5,0.0,17,MID,Spurs,0.0,0,0,0,49
Lucas Bergvall,a,100.0,100.0,4.4,0,1.5,0.5,17,MID,Spurs,0.5,32,0,0,44
Yves Bissouma,a,100.0,100.0,4.9,2,1.7,0.7,17,MID,Spurs,0.8,90,1,2,49
Bryan Gil Salvatierra,u,0.0,0.0,5.0,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,50
Ben Davies,i,0.0,0.0,4.3,0,0.0,0.0,17,DEF,Spurs,0.0,0,0,0,43
Alfie Devine,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,45
Radu Drăgușin,a,,,4.3,-1,2.3,1.3,17,DEF,Spurs,2.0,90,1,-1,43
Emerson Leite de Souza Junior,u,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Spurs,0.0,0,0,0,45
Fraser Forster,a,,,4.3,1,3.7,2.7,17,GK,Spurs,2.2,90,1,1,43
Archie Gray,a,100.0,100.0,4.6,2,2.3,1.3,17,MID,Spurs,1.0,90,1,2,46
Pierre-Emile Højbjerg,u,0.0,0.0,5.0,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,50
Brennan Johnson,a,,,6.5,4,4.5,3.5,17,MID,Spurs,3.8,32,0,4,66
Dejan Kulusevski,a,,,6.4,7,5.5,4.5,17,MID,Spurs,4.7,90,1,7,63
Giovani Lo Celso,u,0.0,0.0,4.9,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,49
James Maddison,a,,,7.7,6,6.3,5.3,17,MID,Spurs,7.0,57,1,6,76
Pedro Porro,a,100.0,100.0,5.5,-1,2.7,1.7,17,DEF,Spurs,3.7,90,1,-1,56
Sergio Reguilón,a,,,4.2,0,0.5,-0.5,17,DEF,Spurs,-0.5,0,0,0,42
Richarlison de Andrade,i,0.0,0.0,6.8,0,0.0,0.0,17,FWD,Spurs,0.0,0,0,0,68
Cristian Romero,i,0.0,0.0,5.0,0,0.0,0.0,17,DEF,Spurs,0.0,0,0,0,50
Josh Dasilva,i,0.0,0.0,4.8,0,0.0,0.0,15,MID,Brentford,0.0,0,0,0,48
Pape Matar Sarr,a,100.0,100.0,4.8,1,3.3,2.3,17,MID,Spurs,2.2,57,1,1,48
Manor Solomon,u,0.0,0.0,5.4,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,54
Son Heung-min,a,100.0,100.0,9.8,2,5.7,4.7,17,MID,Spurs,4.8,81,1,2,98
Djed Spence,a,100.0,100.0,4.4,-1,2.1,1.1,17,DEF,Spurs,1.0,90,1,-1,44
Destiny Udogie,a,100.0,75.0,4.9,0,1.5,0.4,17,DEF,Spurs,1.0,0,0,0,49
Micky van de Ven,i,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Spurs,0.0,0,0,0,45
Alejo Véliz,u,0.0,0.0,5.0,0,0.0,0.0,17,FWD,Spurs,0.0,0,0,0,50
Guglielmo Vicario,i,0.0,0.0,4.8,0,0.0,0.0,17,GK,Spurs,0.0,0,0,0,49
Timo Werner,a,100.0,75.0,6.2,1,2.7,1.3,17,MID,Spurs,1.5,8,0,1,62
Alfie Whiteman,a,,,4.0,0,0.5,-0.5,17,GK,Spurs,-0.5,0,0,0,40
Will Lankshear,a,100.0,100.0,4.5,0,0.9,-0.1,17,FWD,Spurs,-0.2,0,0,0,45
Mikey Moore,i,0.0,0.0,4.5,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,45
Wilson Odobert,i,0.0,0.0,5.3,0,0.0,0.0,17,MID,Spurs,0.0,0,0,0,53
Callum Olusesi,a,,,4.5,0,0.5,-0.5,17,MID,Spurs,-0.5,0,0,0,45
Malachi Hardy,a,,,4.0,0,0.5,-0.5,17,DEF,Spurs,-0.5,0,0,0,40
Luca Williams-Barnett,a,,,4.5,0,0.5,-0.5,17,MID,Spurs,-0.5,0,0,0,45
Alfie Dorrington,a,,,4.0,0,1.0,0.0,17,DEF,Spurs,0.0,0,0,0,40
Maeson King,a,,,4.0,0,0.5,-0.5,17,DEF,Spurs,-0.5,0,0,0,40
Aaron Wan-Bissaka,a,,,4.6,2,3.7,3.2,17,DEF,West Ham,5.2,90,1,2,46
Edson Álvarez Velázquez,a,100.0,100.0,5.0,2,2.1,1.6,17,MID,West Ham,1.3,89,1,2,50
Michail Antonio,i,0.0,0.0,5.4,0,0.0,0.0,17,FWD,West Ham,0.0,0,0,0,54
Carlos Miguel dos Santos Pereira,a,,,4.2,0,0.0,0.0,15,GK,Nott'm Forest,0.0,0,0,0,42
Alphonse Areola,a,100.0,100.0,4.2,0,0.5,0.0,17,GK,West Ham,0.0,0,0,0,42
Jarrod Bowen,a,,,7.5,6,5.3,4.8,17,MID,West Ham,5.2,90,1,6,74
Vladimír Coufal,a,,,4.2,1,1.3,0.8,17,DEF,West Ham,0.8,19,0,1,42
Aaron Cresswell,a,100.0,100.0,3.9,0,0.7,0.2,17,DEF,West Ham,0.2,0,0,0,39
George Earthy,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,West Ham,0.0,0,0,0,45
Emerson Palmieri dos Santos,a,100.0,100.0,4.4,2,2.3,1.8,17,DEF,West Ham,3.0,70,1,2,44
Łukasz Fabiański,a,,,4.1,3,2.5,2.0,17,GK,West Ham,2.7,90,1,3,41
Wes Foderingham,a,,,4.3,0,0.5,0.0,17,GK,West Ham,0.0,0,0,0,43
Jørgen Strand Larsen,a,,,5.6,11,6.0,6.0,13,FWD,Wolves,6.5,90,1,11,56
Toti António Gomes,a,100.0,100.0,4.3,1,3.7,3.7,13,DEF,Wolves,3.2,63,1,1,43
Bastien Meupiyou,d,75.0,75.0,4.0,0,0.0,0.0,13,DEF,Wolves,0.0,0,0,0,40
André Trindade da Costa Neto,a,,,5.0,2,1.3,1.3,13,MID,Wolves,1.0,81,1,2,50
Carlos Roberto Forbs Borges,a,,,5.5,1,0.3,0.3,13,MID,Wolves,0.2,26,0,1,55
Alfie Pond,a,,,3.9,0,0.3,0.3,13,DEF,Wolves,0.2,0,0,0,39
Tom Edozie,a,,,4.5,0,0.0,0.0,13,MID,Wolves,0.0,0,0,0,45
Danny Ings,a,100.0,100.0,5.0,0,1.1,0.6,17,FWD,West Ham,0.7,0,0,0,50
Max Kilman,a,,,4.4,2,1.9,1.4,17,DEF,West Ham,2.2,90,1,2,45
Mohammed Kudus,a,100.0,100.0,6.2,9,4.7,4.2,17,MID,West Ham,3.5,90,1,9,62
Luis Guilherme Lira dos Santos,a,,,4.7,0,0.5,0.0,17,MID,West Ham,0.0,0,0,0,47
Lucas Tolentino Coelho de Lima,s,0.0,,5.7,1,0.0,3.6,17,MID,West Ham,3.5,70,1,1,57
Konstantinos Mavropanos,a,100.0,100.0,4.4,0,1.5,1.0,17,DEF,West Ham,1.0,45,1,0,44
Nayef Aguerd,u,0.0,0.0,4.4,0,0.0,0.0,17,DEF,West Ham,0.0,0,0,0,44
Sam Johnstone,a,100.0,100.0,4.3,0,-0.2,0.3,18,GK,Wolves,0.3,0,0,0,43
Son Heung-min,a,100.0,100.0,9.8,1,2.8,3.3,14,MID,Spurs,3.3,33,0,1,99
Djed Spence,a,100.0,100.0,4.4,0,0.2,0.7,14,DEF,Spurs,0.7,0,0,0,44
Destiny Udogie,a,100.0,100.0,4.9,2,2.8,3.3,14,DEF,Spurs,3.3,90,1,2,49
Micky van de Ven,i,0.0,0.0,4.5,0,0.0,0.0,14,DEF,Spurs,0.0,0,0,0,45
Alejo Véliz,u,0.0,0.0,5.0,0,0.0,0.0,14,FWD,Spurs,0.0,0,0,0,50
Guglielmo Vicario,i,0.0,0.0,4.9,0,0.0,0.0,14,GK,Spurs,0.0,0,0,0,49
Tomáš Souček,a,,,4.9,2,3.7,3.2,17,MID,West Ham,4.3,90,1,2,49
Kurt Zouma,u,0.0,0.0,4.4,0,0.0,0.0,17,DEF,West Ham,0.0,0,0,0,44
Andy Irving,a,,,4.8,0,0.7,0.2,17,MID,West Ham,0.3,0,0,0,48
Crysencio Summerville,a,,,5.6,1,2.1,1.6,17,MID,West Ham,1.8,33,0,1,57
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,15,DEF,Ipswich,0.0,0,0,0,40
Guido Rodríguez,a,,,4.8,1,0.9,0.4,17,MID,West Ham,0.5,1,0,1,48
Niclas Füllkrug,a,100.0,100.0,6.7,1,2.1,1.6,17,FWD,West Ham,1.3,56,1,1,67
Jean-Clair Todibo,a,100.0,100.0,4.3,1,0.9,0.4,17,DEF,West Ham,0.5,45,0,1,43
Kaelan Casey,a,100.0,100.0,4.0,0,0.7,0.2,17,DEF,West Ham,0.2,0,0,0,40
Carlos Soler,a,100.0,0.0,5.0,0,2.3,0.0,17,MID,West Ham,0.0,0,0,0,50
Ollie Scarles,a,,,4.0,1,0.9,0.4,17,DEF,West Ham,0.3,19,0,1,40
Lewis Orford,a,,,4.5,0,0.5,0.0,17,MID,West Ham,0.0,0,0,0,45
Sam Johnstone,a,100.0,100.0,4.3,0,0.4,0.4,17,GK,Wolves,0.3,0,0,0,43
Rayan Aït-Nouri,a,100.0,0.0,4.8,0,0.4,0.0,17,DEF,Wolves,0.0,0,0,0,48
Boubacar Traoré,i,0.0,0.0,4.8,0,0.0,0.0,17,MID,Wolves,0.0,0,0,0,48
Jean-Ricner Bellegarde,a,,,5.0,1,1.8,1.8,17,MID,Wolves,1.8,1,0,1,50
Daniel Bentley,a,,,4.0,0,0.0,0.0,17,GK,Wolves,0.0,0,0,0,40
Francisco Jorge Tomás Oliveira,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Wolves,0.0,0,0,0,45
Tawanda Chirewa,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Wolves,0.0,0,0,0,45
Santiago Bueno,a,100.0,100.0,4.3,0,1.5,1.5,14,DEF,Wolves,1.5,76,1,0,43
Pablo Sarabia,d,75.0,100.0,5.1,0,1.1,1.5,14,MID,Wolves,1.5,0,0,0,51
Jørgen Strand Larsen,a,,,5.6,2,5.0,5.0,14,FWD,Wolves,5.0,90,1,2,56
Toti António Gomes,a,100.0,100.0,4.3,1,3.0,3.0,14,DEF,Wolves,3.0,13,0,1,43
Bastien Meupiyou,d,75.0,75.0,4.0,0,0.0,0.0,14,DEF,Wolves,0.0,0,0,0,40
André Trindade da Costa Neto,a,,,5.0,2,1.5,1.5,14,MID,Wolves,1.5,90,1,2,50
Carlos Roberto Forbs Borges,a,,,5.5,0,0.2,0.2,14,MID,Wolves,0.2,0,0,0,55
Alfie Pond,a,,,3.9,0,0.2,0.2,14,DEF,Wolves,0.2,0,0,0,39
Tom Edozie,a,,,4.5,0,0.0,0.0,14,MID,Wolves,0.0,0,0,0,45
Leon Chiwome,a,100.0,100.0,4.5,0,0.0,0.0,17,FWD,Wolves,0.0,0,0,0,45
Alfie Whiteman,a,,,4.0,0,-0.5,1.0,16,GK,Spurs,1.0,0,0,0,40
Dane Scarlett,u,0.0,0.0,4.5,0,0.0,0.0,17,FWD,Spurs,0.0,0,0,0,45
Luke Cundle,a,,,4.5,0,0.0,0.0,17,MID,Wolves,0.0,0,0,0,45
Matheus Santos Carneiro Da Cunha,a,,,7.1,9,4.6,4.6,17,FWD,Wolves,6.5,90,1,9,71
Craig Dawson,a,,,4.4,1,-0.6,-0.6,17,DEF,Wolves,-0.5,7,0,1,44
Matt Doherty,a,,,4.3,10,3.2,3.2,17,DEF,Wolves,2.8,90,1,10,43
Tommy Doyle,a,,,4.8,1,0.8,0.8,17,MID,Wolves,0.8,6,0,1,48
Fábio Silva,u,0.0,0.0,5.0,0,0.0,0.0,17,FWD,Wolves,0.0,0,0,0,50
Nathan Fraser,u,0.0,0.0,4.5,0,0.0,0.0,17,FWD,Wolves,0.0,0,0,0,45
Enso González,i,0.0,0.0,4.4,0,0.0,0.0,17,MID,Wolves,0.0,0,0,0,44
Gonçalo Manuel Ganchinho Guedes,a,,,5.3,13,4.6,4.6,17,MID,Wolves,4.8,73,1,13,53
Hugo Bueno López,u,0.0,0.0,4.5,0,0.0,0.0,17,DEF,Wolves,0.0,0,0,0,45
Hwang Hee-chan,a,100.0,100.0,6.1,1,0.8,0.8,17,MID,Wolves,0.8,16,0,1,61
Joe Hodge,u,0.0,0.0,4.5,0,0.0,0.0,17,MID,Wolves,0.0,0,0,0,45
Ki-Jana Hoever,u,0.0,0.0,4.0,0,0.0,0.0,17,DEF,Wolves,0.0,0,0,0,40
Tom King,a,,,4.0,0,0.0,0.0,17,GK,Wolves,0.0,0,0,0,40
Mario Lemina,d,75.0,100.0,5.0,0,0.9,1.2,17,MID,Wolves,2.0,0,0,0,50
Yerson Mosquera,i,0.0,0.0,3.9,0,0.0,0.0,17,DEF,Wolves,0.0,0,0,0,39
Bastien Meupiyou,a,100.0,100.0,4.0,0,0.0,0.0,17,DEF,Wolves,0.0,0,0,0,40
Mason Mount,i,0.0,0.0,6.3,0,0.0,0.0,18,MID,Man Utd,0.0,0,0,0,63
André Onana,a,,,5.2,1,2.2,2.2,18,GK,Man Utd,2.2,90,1,1,52
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,18,MID,Man Utd,0.0,0,0,0,50
Marcus Rashford,a,,,6.7,0,2.7,2.7,18,MID,Man Utd,2.7,0,0,0,67
Luke Shaw,i,0.0,0.0,4.9,0,0.0,0.0,18,DEF,Man Utd,0.0,0,0,0,49
Joshua Zirkzee,a,,,6.5,1,3.0,3.0,18,FWD,Man Utd,3.0,11,0,1,66
Leny Yoro,a,100.0,100.0,4.3,1,0.7,0.7,18,DEF,Man Utd,0.7,62,1,1,43
Matthijs de Ligt,a,100.0,75.0,5.0,0,0.8,0.6,18,DEF,Man Utd,0.6,0,0,0,50
Noussair Mazraoui,a,100.0,100.0,4.5,1,1.2,1.2,18,DEF,Man Utd,1.2,90,1,1,46
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,30,FWD,Brighton,0.0,0,0,0,55
Jan Paul van Hecke,a,100.0,100.0,4.5,1,3.7,3.7,30,DEF,Brighton,3.7,90,1,1,45
Joël Veltman,i,0.0,50.0,4.3,0,0.0,0.0,30,DEF,Brighton,0.0,0,0,0,43
Bart Verbruggen,a,100.0,100.0,4.5,1,1.0,1.0,30,GK,Brighton,1.0,90,1,1,45
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,30,MID,Brighton,0.0,0,0,0,50
Carl Rushworth,a,100.0,100.0,3.9,0,0.0,0.0,30,GK,Brighton,0.0,0,0,0,39
Charlie Tasker,a,,,4.0,0,1.4,1.4,30,DEF,Brighton,1.4,0,0,0,40
Marcus Bettinelli,a,,,3.9,0,0.5,0.5,30,GK,Chelsea,0.5,0,0,0,39
Moisés Caicedo Corozo,a,,,4.9,3,3.5,3.5,30,MID,Chelsea,3.5,90,1,3,49
Cesare Casadei,u,0.0,0.0,4.4,0,0.0,0.0,30,MID,Chelsea,0.0,0,0,0,44
Trevoh Chalobah,a,100.0,100.0,4.4,5,2.5,2.5,30,DEF,Chelsea,2.5,90,1,5,44
Carney Chukwuemeka,u,0.0,0.0,4.7,0,0.0,0.0,30,MID,Chelsea,0.0,0,0,0,47
Levi Colwill,a,100.0,100.0,4.4,6,4.8,4.8,30,DEF,Chelsea,4.8,90,1,6,44
Marc Cucurella Saseta,a,100.0,100.0,5.3,5,7.8,7.8,30,DEF,Chelsea,7.8,90,1,5,53
Deivid Washington de Souza Eugênio,u,0.0,0.0,4.9,0,0.0,0.0,30,FWD,Chelsea,0.0,0,0,0,49
Kiernan Dewsbury-Hall,a,100.0,100.0,5.5,1,1.2,1.2,30,MID,Chelsea,1.2,1,0,1,55
Enzo Fernández,a,100.0,100.0,4.7,11,6.8,6.8,30,MID,Chelsea,6.8,90,1,11,47
Conor Gallagher,u,0.0,0.0,5.9,0,0.0,0.0,30,MID,Chelsea,0.0,0,0,0,59
Alfie Gilchrist,u,0.0,0.0,4.0,0,0.0,0.0,30,DEF,Chelsea,0.0,0,0,0,40
Malo Gusto,a,100.0,100.0,4.9,8,3.5,3.5,30,DEF,Chelsea,3.5,90,1,8,49
Reece James,a,100.0,100.0,4.8,1,1.5,1.5,30,DEF,Chelsea,1.5,8,0,1,48
Cole Palmer,a,100.0,75.0,10.7,6,2.8,2.1,30,MID,Chelsea,2.1,90,1,6,108
Đorđe Petrović,u,0.0,0.0,4.4,0,0.0,0.0,30,GK,Chelsea,0.0,0,0,0,44
Renato Palma Veiga,u,0.0,0.0,4.4,0,0.0,0.0,30,MID,Chelsea,0.0,0,0,0,44
Robert Sánchez,a,,,4.5,6,6.5,6.5,30,GK,Chelsea,6.5,90,1,6,45
Tosin Adarabioyo,a,,,4.2,1,3.5,3.5,30,DEF,Chelsea,3.5,1,0,1,42
Wesley Fofana,i,0.0,100.0,4.3,0,0.0,2.8,30,DEF,Chelsea,2.8,0,0,0,43
Jadon Sancho,a,100.0,100.0,6.2,3,3.2,3.2,30,MID,Chelsea,3.2,67,1,3,62
Pedro Lomba Neto,a,100.0,100.0,6.2,2,2.5,2.5,30,MID,Chelsea,2.5,90,1,2,63
Harry Maguire,a,100.0,100.0,4.9,2,0.8,0.3,16,DEF,Man Utd,0.3,90,1,2,49
Kobbie Mainoo,a,100.0,100.0,5.2,2,1.2,0.7,16,MID,Man Utd,0.7,76,0,2,52
Tyrell Malacia,a,100.0,100.0,4.4,0,0.0,-0.5,16,DEF,Man Utd,-0.5,0,0,0,44
Lisandro Martínez,a,100.0,100.0,4.4,6,2.4,1.9,16,DEF,Man Utd,1.9,90,1,6,44
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,16,MID,Man Utd,0.0,0,0,0,49
Mason Mount,i,0.0,100.0,6.3,1,0.0,0.5,16,MID,Man Utd,0.5,13,1,1,63
André Onana,a,,,5.2,2,2.8,2.3,16,GK,Man Utd,2.3,90,1,2,52
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,16,MID,Man Utd,0.0,0,0,0,50
Marcus Rashford,a,,,6.8,0,4.8,4.3,16,MID,Man Utd,4.3,0,0,0,69
Luke Shaw,i,0.0,0.0,4.9,0,0.0,0.0,16,DEF,Man Utd,0.0,0,0,0,49
Joshua Zirkzee,a,,,6.6,1,3.4,2.9,16,FWD,Man Utd,2.9,12,0,1,66
Leny Yoro,a,100.0,100.0,4.3,1,0.6,0.1,16,DEF,Man Utd,0.1,11,0,1,43
Matthijs de Ligt,d,75.0,,5.0,2,1.0,0.9,16,DEF,Man Utd,0.9,78,1,2,50
Caleb Wiley,u,0.0,0.0,4.0,0,0.0,0.0,30,DEF,Chelsea,0.0,0,0,0,40
Filip Jørgensen,a,100.0,100.0,4.2,0,0.5,0.5,30,GK,Chelsea,0.5,0,0,0,42
João Félix Sequeira,u,0.0,0.0,5.9,0,0.0,0.0,30,MID,Chelsea,0.0,0,0,0,59
Ben Chilwell,a,100.0,100.0,4.6,1,0.5,1.0,30,DEF,Crystal Palace,1.0,32,0,1,46
